Hour,Date,Oclock,IN,OUT,Postgraduate,Undergraduate,Assistive-Tech,Library-Staff,Staff,Sconul,Default,BN,Other,Term_dates
2018-01-02 00:00:00,2018-01-02,00,1,0,0,0,0,1,0,0,0,0,0,Christmas vacation 1
2018-01-02 01:00:00,2018-01-02,01,0,0,0,0,0,0,0,0,0,0,0,Christmas vacation 1
2018-01-02 02:00:00,2018-01-02,02,0,0,0,0,0,0,0,0,0,0,0,Christmas vacation 1
2018-01-02 03:00:00,2018-01-02,03,0,0,0,0,0,0,0,0,0,0,0,Christmas vacation 1
2018-01-02 04:00:00,2018-01-02,04,0,0,0,0,0,0,0,0,0,0,0,Christmas vacation 1
2018-01-02 05:00:00,2018-01-02,05,0,0,0,0,0,0,0,0,0,0,0,Christmas vacation 1
2018-01-02 06:00:00,2018-01-02,06,1,0,0,0,0,0,1,0,0,0,0,Christmas vacation 1
2018-01-02 07:00:00,2018-01-02,07,4,1,0,0,0,1,3,0,0,0,0,Christmas vacation 1
2018-01-02 08:00:00,2018-01-02,08,2,0,0,0,0,0,2,0,0,0,0,Christmas vacation 1
2018-01-02 09:00:00,2018-01-02,09,66,15,23,30,1,0,3,0,0,1,8,Christmas vacation 1
2018-01-02 10:00:00,2018-01-02,10,128,46,57,48,2,1,3,1,0,2,14,Christmas vacation 1
2018-01-02 11:00:00,2018-01-02,11,146,58,43,71,8,0,4,0,2,1,17,Christmas vacation 1
2018-01-02 12:00:00,2018-01-02,12,143,122,42,61,7,0,4,0,4,0,25,Christmas vacation 1
2018-01-02 13:00:00,2018-01-02,13,239,144,60,117,10,0,5,2,1,3,41,Christmas vacation 1
2018-01-02 14:00:00,2018-01-02,14,225,178,72,104,8,0,5,0,3,1,32,Christmas vacation 1
2018-01-02 15:00:00,2018-01-02,15,224,190,63,110,5,0,6,0,4,2,34,Christmas vacation 1
2018-01-02 16:00:00,2018-01-02,16,184,216,54,90,9,0,5,0,3,6,17,Christmas vacation 1
2018-01-02 17:00:00,2018-01-02,17,153,192,32,86,5,0,2,0,2,4,22,Christmas vacation 1
2018-01-02 18:00:00,2018-01-02,18,98,194,30,50,2,0,1,0,0,2,13,Christmas vacation 1
2018-01-02 19:00:00,2018-01-02,19,74,138,19,44,2,0,1,0,1,3,4,Christmas vacation 1
2018-01-02 20:00:00,2018-01-02,20,48,90,8,35,1,0,0,0,0,2,2,Christmas vacation 1
2018-01-02 21:00:00,2018-01-02,21,35,67,11,19,1,0,0,0,1,0,3,Christmas vacation 1
2018-01-02 22:00:00,2018-01-02,22,22,55,7,12,0,0,0,0,0,1,2,Christmas vacation 1
2018-01-02 23:00:00,2018-01-02,23,14,30,7,6,0,0,0,0,0,0,1,Christmas vacation 1
2018-01-03 00:00:00,2018-01-03,00,10,16,1,2,0,1,0,0,0,2,4,Christmas vacation 1
2018-01-03 01:00:00,2018-01-03,01,2,7,2,0,0,0,0,0,0,0,0,Christmas vacation 1
2018-01-03 02:00:00,2018-01-03,02,0,14,0,0,0,0,0,0,0,0,0,Christmas vacation 1
2018-01-03 03:00:00,2018-01-03,03,1,8,1,0,0,0,0,0,0,0,0,Christmas vacation 1
2018-01-03 04:00:00,2018-01-03,04,4,4,1,2,0,0,0,0,0,0,1,Christmas vacation 1
2018-01-03 05:00:00,2018-01-03,05,0,2,0,0,0,0,0,0,0,0,0,Christmas vacation 1
2018-01-03 06:00:00,2018-01-03,06,3,2,1,2,0,0,0,0,0,0,0,Christmas vacation 1
2018-01-03 07:00:00,2018-01-03,07,3,2,0,0,0,0,2,0,0,0,1,Christmas vacation 1
2018-01-03 08:00:00,2018-01-03,08,31,5,8,8,1,0,2,0,1,1,10,Christmas vacation 1
2018-01-03 09:00:00,2018-01-03,09,76,16,24,34,2,0,3,0,3,2,8,Christmas vacation 1
2018-01-03 10:00:00,2018-01-03,10,157,49,50,71,4,0,4,2,2,4,20,Christmas vacation 1
2018-01-03 11:00:00,2018-01-03,11,215,84,48,106,15,0,3,2,2,2,37,Christmas vacation 1
2018-01-03 12:00:00,2018-01-03,12,263,196,71,108,20,0,11,0,5,4,44,Christmas vacation 1
2018-01-03 13:00:00,2018-01-03,13,290,249,78,133,12,0,16,2,2,2,45,Christmas vacation 1
2018-01-03 14:00:00,2018-01-03,14,308,227,82,144,12,0,7,0,2,4,57,Christmas vacation 1
2018-01-03 15:00:00,2018-01-03,15,276,271,81,122,15,0,11,2,1,3,41,Christmas vacation 1
2018-01-03 16:00:00,2018-01-03,16,233,294,74,109,9,0,2,2,2,8,27,Christmas vacation 1
2018-01-03 17:00:00,2018-01-03,17,156,257,37,78,4,0,2,2,1,5,27,Christmas vacation 1
2018-01-03 18:00:00,2018-01-03,18,67,356,21,36,1,0,1,1,0,0,7,Christmas vacation 1
2018-01-03 19:00:00,2018-01-03,19,1,47,0,0,1,0,0,0,0,0,0,Christmas vacation 1
2018-01-03 20:00:00,2018-01-03,20,0,0,0,0,0,0,0,0,0,0,0,Christmas vacation 1
2018-01-03 21:00:00,2018-01-03,21,0,1,0,0,0,0,0,0,0,0,0,Christmas vacation 1
2018-01-03 22:00:00,2018-01-03,22,0,0,0,0,0,0,0,0,0,0,0,Christmas vacation 1
2018-01-03 23:00:00,2018-01-03,23,0,0,0,0,0,0,0,0,0,0,0,Christmas vacation 1
2018-01-04 00:00:00,2018-01-04,00,1,1,0,0,0,1,0,0,0,0,0,Christmas vacation 1
2018-01-04 01:00:00,2018-01-04,01,0,0,0,0,0,0,0,0,0,0,0,Christmas vacation 1
2018-01-04 02:00:00,2018-01-04,02,0,59,0,0,0,0,0,0,0,0,0,Christmas vacation 1
2018-01-04 03:00:00,2018-01-04,03,0,0,0,0,0,0,0,0,0,0,0,Christmas vacation 1
2018-01-04 04:00:00,2018-01-04,04,0,0,0,0,0,0,0,0,0,0,0,Christmas vacation 1
2018-01-04 05:00:00,2018-01-04,05,0,0,0,0,0,0,0,0,0,0,0,Christmas vacation 1
2018-01-04 06:00:00,2018-01-04,06,0,0,0,0,0,0,0,0,0,0,0,Christmas vacation 1
2018-01-04 07:00:00,2018-01-04,07,1,0,0,0,0,0,1,0,0,0,0,Christmas vacation 1
2018-01-04 08:00:00,2018-01-04,08,4,0,1,1,0,0,2,0,0,0,0,Christmas vacation 1
2018-01-04 09:00:00,2018-01-04,09,82,12,21,40,1,0,6,3,1,0,10,Christmas vacation 1
2018-01-04 10:00:00,2018-01-04,10,186,41,57,81,9,0,6,5,5,4,19,Christmas vacation 1
2018-01-04 11:00:00,2018-01-04,11,272,107,70,131,15,0,10,1,8,4,33,Christmas vacation 1
2018-01-04 12:00:00,2018-01-04,12,260,207,65,135,10,0,7,4,6,4,29,Christmas vacation 1
2018-01-04 13:00:00,2018-01-04,13,348,273,78,180,18,0,14,6,4,7,41,Christmas vacation 1
2018-01-04 14:00:00,2018-01-04,14,383,311,89,195,13,2,10,1,5,13,55,Christmas vacation 1
2018-01-04 15:00:00,2018-01-04,15,379,348,108,191,17,0,6,3,4,13,37,Christmas vacation 1
2018-01-04 16:00:00,2018-01-04,16,292,339,75,148,15,0,10,2,3,7,32,Christmas vacation 1
2018-01-04 17:00:00,2018-01-04,17,235,314,57,128,12,0,5,1,3,7,22,Christmas vacation 1
2018-01-04 18:00:00,2018-01-04,18,146,280,35,79,4,0,1,1,2,7,17,Christmas vacation 1
2018-01-04 19:00:00,2018-01-04,19,131,199,31,69,5,0,0,2,2,9,13,Christmas vacation 1
2018-01-04 20:00:00,2018-01-04,20,77,155,15,38,3,0,0,1,3,10,7,Christmas vacation 1
2018-01-04 21:00:00,2018-01-04,21,52,121,13,28,1,0,0,0,0,5,5,Christmas vacation 1
2018-01-04 22:00:00,2018-01-04,22,46,76,11,19,0,0,0,0,1,10,5,Christmas vacation 1
2018-01-04 23:00:00,2018-01-04,23,19,51,5,11,0,0,0,0,0,1,2,Christmas vacation 1
2018-01-05 00:00:00,2018-01-05,00,19,33,7,5,0,1,0,0,0,3,3,Christmas vacation 1
2018-01-05 01:00:00,2018-01-05,01,4,14,3,0,0,0,0,0,1,0,0,Christmas vacation 1
2018-01-05 02:00:00,2018-01-05,02,11,75,0,2,0,0,0,0,0,2,7,Christmas vacation 1
2018-01-05 03:00:00,2018-01-05,03,2,12,1,0,0,0,0,0,0,0,1,Christmas vacation 1
2018-01-05 04:00:00,2018-01-05,04,1,7,1,0,0,0,0,0,0,0,0,Christmas vacation 1
2018-01-05 05:00:00,2018-01-05,05,2,6,1,1,0,0,0,0,0,0,0,Christmas vacation 1
2018-01-05 06:00:00,2018-01-05,06,1,4,1,0,0,0,0,0,0,0,0,Christmas vacation 1
2018-01-05 07:00:00,2018-01-05,07,5,4,3,1,0,0,1,0,0,0,0,Christmas vacation 1
2018-01-05 08:00:00,2018-01-05,08,39,14,19,14,0,0,2,0,0,0,4,Christmas vacation 1
2018-01-05 09:00:00,2018-01-05,09,126,29,23,59,10,0,6,1,6,3,18,Christmas vacation 1
2018-01-05 10:00:00,2018-01-05,10,188,66,49,93,11,0,4,2,1,2,26,Christmas vacation 1
2018-01-05 11:00:00,2018-01-05,11,239,125,53,123,14,0,8,1,11,5,24,Christmas vacation 1
2018-01-05 12:00:00,2018-01-05,12,307,225,79,162,16,0,6,1,5,3,35,Christmas vacation 1
2018-01-05 13:00:00,2018-01-05,13,366,292,90,197,20,0,8,1,9,11,30,Christmas vacation 1
2018-01-05 14:00:00,2018-01-05,14,410,305,106,210,20,0,16,1,2,7,48,Christmas vacation 1
2018-01-05 15:00:00,2018-01-05,15,382,364,111,197,17,0,6,2,7,14,28,Christmas vacation 1
2018-01-05 16:00:00,2018-01-05,16,369,383,97,186,18,0,8,1,4,18,37,Christmas vacation 1
2018-01-05 17:00:00,2018-01-05,17,244,364,72,127,13,0,4,3,2,11,12,Christmas vacation 1
2018-01-05 18:00:00,2018-01-05,18,160,306,40,89,1,0,2,2,1,13,12,Christmas vacation 1
2018-01-05 19:00:00,2018-01-05,19,128,241,29,72,4,0,1,1,2,11,8,Christmas vacation 1
2018-01-05 20:00:00,2018-01-05,20,79,145,26,46,2,0,0,0,0,4,1,Christmas vacation 1
2018-01-05 21:00:00,2018-01-05,21,68,113,19,26,1,0,1,0,2,10,9,Christmas vacation 1
2018-01-05 22:00:00,2018-01-05,22,26,78,9,10,0,0,1,1,0,5,0,Christmas vacation 1
2018-01-05 23:00:00,2018-01-05,23,23,40,6,10,0,0,0,0,0,1,6,Christmas vacation 1
2018-01-06 00:00:00,2018-01-06,00,6,22,1,4,0,0,0,0,0,0,1,Christmas vacation 1
2018-01-06 01:00:00,2018-01-06,01,7,24,3,1,0,0,0,0,0,3,0,Christmas vacation 1
2018-01-06 02:00:00,2018-01-06,02,6,70,1,5,0,0,0,0,0,0,0,Christmas vacation 1
2018-01-06 03:00:00,2018-01-06,03,3,6,0,2,0,0,0,0,0,1,0,Christmas vacation 1
2018-01-06 04:00:00,2018-01-06,04,2,5,0,2,0,0,0,0,0,0,0,Christmas vacation 1
2018-01-06 05:00:00,2018-01-06,05,4,6,0,4,0,0,0,0,0,0,0,Christmas vacation 1
2018-01-06 06:00:00,2018-01-06,06,4,4,1,3,0,0,0,0,0,0,0,Christmas vacation 1
2018-01-06 07:00:00,2018-01-06,07,5,4,2,3,0,0,0,0,0,0,0,Christmas vacation 1
2018-01-06 08:00:00,2018-01-06,08,15,5,5,9,0,0,0,0,0,0,1,Christmas vacation 1
2018-01-06 09:00:00,2018-01-06,09,63,4,15,37,2,0,1,0,0,2,6,Christmas vacation 1
2018-01-06 10:00:00,2018-01-06,10,159,35,50,78,8,0,0,1,2,2,18,Christmas vacation 1
2018-01-06 11:00:00,2018-01-06,11,209,93,51,113,16,0,1,0,4,5,19,Christmas vacation 1
2018-01-06 12:00:00,2018-01-06,12,253,169,59,130,16,0,1,0,5,9,33,Christmas vacation 1
2018-01-06 13:00:00,2018-01-06,13,302,242,61,171,21,0,1,1,5,7,35,Christmas vacation 1
2018-01-06 14:00:00,2018-01-06,14,324,218,74,180,20,0,2,1,3,12,32,Christmas vacation 1
2018-01-06 15:00:00,2018-01-06,15,341,284,78,186,19,0,1,0,8,7,42,Christmas vacation 1
2018-01-06 16:00:00,2018-01-06,16,271,333,62,162,14,0,1,1,3,2,26,Christmas vacation 1
2018-01-06 17:00:00,2018-01-06,17,227,314,57,114,9,0,0,0,2,18,27,Christmas vacation 1
2018-01-06 18:00:00,2018-01-06,18,164,291,37,102,3,0,1,1,1,9,10,Christmas vacation 1
2018-01-06 19:00:00,2018-01-06,19,114,211,36,59,3,0,0,1,0,11,4,Christmas vacation 1
2018-01-06 20:00:00,2018-01-06,20,102,156,30,59,1,0,1,0,2,5,4,Christmas vacation 1
2018-01-06 21:00:00,2018-01-06,21,55,110,13,31,2,0,1,0,2,5,1,Christmas vacation 1
2018-01-06 22:00:00,2018-01-06,22,37,86,8,14,0,0,0,0,1,11,3,Christmas vacation 1
2018-01-06 23:00:00,2018-01-06,23,27,67,10,15,0,0,0,0,0,1,1,Christmas vacation 1
2018-01-07 00:00:00,2018-01-07,00,8,34,4,3,0,0,0,0,0,0,1,Christmas vacation 1
2018-01-07 01:00:00,2018-01-07,01,2,7,0,0,0,0,0,0,0,1,1,Christmas vacation 1
2018-01-07 02:00:00,2018-01-07,02,3,42,2,1,0,0,0,0,0,0,0,Christmas vacation 1
2018-01-07 03:00:00,2018-01-07,03,4,7,3,1,0,0,0,0,0,0,0,Christmas vacation 1
2018-01-07 04:00:00,2018-01-07,04,0,0,0,0,0,0,0,0,0,0,0,Christmas vacation 1
2018-01-07 05:00:00,2018-01-07,05,2,1,2,0,0,0,0,0,0,0,0,Christmas vacation 1
2018-01-07 06:00:00,2018-01-07,06,2,0,1,1,0,0,0,0,0,0,0,Christmas vacation 1
2018-01-07 07:00:00,2018-01-07,07,3,4,1,1,0,0,0,0,0,0,1,Christmas vacation 1
2018-01-07 08:00:00,2018-01-07,08,14,4,3,10,0,0,0,0,0,1,0,Christmas vacation 1
2018-01-07 09:00:00,2018-01-07,09,68,7,21,40,2,1,0,1,0,0,3,Christmas vacation 1
2018-01-07 10:00:00,2018-01-07,10,141,36,35,81,5,0,0,2,1,4,13,Christmas vacation 1
2018-01-07 11:00:00,2018-01-07,11,222,75,50,125,11,0,1,0,4,5,26,Christmas vacation 1
2018-01-07 12:00:00,2018-01-07,12,223,161,59,120,12,0,1,0,5,7,19,Christmas vacation 1
2018-01-07 13:00:00,2018-01-07,13,387,231,79,256,16,0,1,0,3,3,29,Christmas vacation 1
2018-01-07 14:00:00,2018-01-07,14,399,284,88,228,20,0,4,1,8,9,41,Christmas vacation 1
2018-01-07 15:00:00,2018-01-07,15,408,357,84,257,22,0,1,2,1,18,23,Christmas vacation 1
2018-01-07 16:00:00,2018-01-07,16,353,392,68,212,18,0,5,0,2,16,32,Christmas vacation 1
2018-01-07 17:00:00,2018-01-07,17,287,393,62,169,12,0,1,0,1,19,23,Christmas vacation 1
2018-01-07 18:00:00,2018-01-07,18,222,329,46,130,8,0,2,0,1,19,16,Christmas vacation 1
2018-01-07 19:00:00,2018-01-07,19,160,274,40,97,8,0,1,0,1,6,7,Christmas vacation 1
2018-01-07 20:00:00,2018-01-07,20,139,220,25,90,5,0,0,0,3,11,5,Christmas vacation 1
2018-01-07 21:00:00,2018-01-07,21,83,147,17,54,0,0,0,0,0,7,5,Christmas vacation 1
2018-01-07 22:00:00,2018-01-07,22,58,121,10,37,1,0,0,0,0,7,3,Christmas vacation 1
2018-01-07 23:00:00,2018-01-07,23,34,76,8,16,2,0,0,0,0,4,4,Christmas vacation 1
2018-01-08 00:00:00,2018-01-08,00,25,63,6,14,1,1,0,0,0,2,1,Private study 1
2018-01-08 01:00:00,2018-01-08,01,13,33,1,10,0,0,0,0,0,2,0,Private study 1
2018-01-08 02:00:00,2018-01-08,02,10,46,1,9,0,0,0,0,0,0,0,Private study 1
2018-01-08 03:00:00,2018-01-08,03,7,20,1,6,0,0,0,0,0,0,0,Private study 1
2018-01-08 04:00:00,2018-01-08,04,3,8,2,0,0,0,0,0,0,0,1,Private study 1
2018-01-08 05:00:00,2018-01-08,05,3,8,1,2,0,0,0,0,0,0,0,Private study 1
2018-01-08 06:00:00,2018-01-08,06,6,5,2,1,1,0,2,0,0,0,0,Private study 1
2018-01-08 07:00:00,2018-01-08,07,12,7,1,5,2,0,3,0,0,0,1,Private study 1
2018-01-08 08:00:00,2018-01-08,08,40,5,14,14,0,0,6,0,3,1,2,Private study 1
2018-01-08 09:00:00,2018-01-08,09,171,35,40,109,6,1,7,2,1,0,5,Private study 1
2018-01-08 10:00:00,2018-01-08,10,281,89,70,167,16,0,6,1,3,0,18,Private study 1
2018-01-08 11:00:00,2018-01-08,11,409,198,77,262,29,0,4,0,14,0,23,Private study 1
2018-01-08 12:00:00,2018-01-08,12,455,334,84,288,27,0,8,1,12,1,34,Private study 1
2018-01-08 13:00:00,2018-01-08,13,552,471,101,360,34,0,9,2,11,1,34,Private study 1
2018-01-08 14:00:00,2018-01-08,14,597,465,132,364,39,0,8,1,10,2,41,Private study 1
2018-01-08 15:00:00,2018-01-08,15,520,503,91,341,27,0,10,1,12,5,33,Private study 1
2018-01-08 16:00:00,2018-01-08,16,482,552,86,310,26,0,11,1,8,0,40,Private study 1
2018-01-08 17:00:00,2018-01-08,17,374,515,89,239,11,0,3,1,4,3,24,Private study 1
2018-01-08 18:00:00,2018-01-08,18,266,461,47,172,13,0,2,1,4,0,27,Private study 1
2018-01-08 19:00:00,2018-01-08,19,213,310,46,141,10,0,0,0,3,3,10,Private study 1
2018-01-08 20:00:00,2018-01-08,20,134,247,28,87,9,0,0,0,3,0,7,Private study 1
2018-01-08 21:00:00,2018-01-08,21,92,190,17,59,4,0,1,0,1,2,8,Private study 1
2018-01-08 22:00:00,2018-01-08,22,62,135,9,45,2,0,0,0,0,0,6,Private study 1
2018-01-08 23:00:00,2018-01-08,23,28,74,12,13,0,0,0,0,1,1,1,Private study 1
2018-01-09 00:00:00,2018-01-09,00,20,48,5,13,0,1,0,0,0,0,1,Private study 1
2018-01-09 01:00:00,2018-01-09,01,15,30,8,5,0,0,0,0,0,1,1,Private study 1
2018-01-09 02:00:00,2018-01-09,02,10,97,4,6,0,0,0,0,0,0,0,Private study 1
2018-01-09 03:00:00,2018-01-09,03,15,12,3,12,0,0,0,0,0,0,0,Private study 1
2018-01-09 04:00:00,2018-01-09,04,9,13,2,7,0,0,0,0,0,0,0,Private study 1
2018-01-09 05:00:00,2018-01-09,05,6,9,1,5,0,0,0,0,0,0,0,Private study 1
2018-01-09 06:00:00,2018-01-09,06,4,8,0,3,0,0,1,0,0,0,0,Private study 1
2018-01-09 07:00:00,2018-01-09,07,16,10,2,8,0,0,5,0,1,0,0,Private study 1
2018-01-09 08:00:00,2018-01-09,08,49,14,19,21,2,0,3,0,1,0,3,Private study 1
2018-01-09 09:00:00,2018-01-09,09,198,45,58,109,10,0,4,0,1,1,15,Private study 1
2018-01-09 10:00:00,2018-01-09,10,326,100,89,188,26,0,4,0,5,0,14,Private study 1
2018-01-09 11:00:00,2018-01-09,11,440,222,83,277,36,0,4,0,16,2,22,Private study 1
2018-01-09 12:00:00,2018-01-09,12,520,363,92,338,31,0,10,2,9,2,36,Private study 1
2018-01-09 13:00:00,2018-01-09,13,620,549,123,395,40,0,12,1,9,4,36,Private study 1
2018-01-09 14:00:00,2018-01-09,14,628,543,136,402,34,0,6,0,6,3,41,Private study 1
2018-01-09 15:00:00,2018-01-09,15,607,552,114,404,28,0,9,2,7,0,43,Private study 1
2018-01-09 16:00:00,2018-01-09,16,514,578,97,352,21,0,4,1,6,5,28,Private study 1
2018-01-09 17:00:00,2018-01-09,17,438,581,78,294,23,1,7,2,3,4,26,Private study 1
2018-01-09 18:00:00,2018-01-09,18,345,513,66,236,19,0,0,1,5,1,17,Private study 1
2018-01-09 19:00:00,2018-01-09,19,293,383,62,193,12,0,1,1,1,2,21,Private study 1
2018-01-09 20:00:00,2018-01-09,20,185,299,43,125,9,0,0,1,1,0,6,Private study 1
2018-01-09 21:00:00,2018-01-09,21,170,255,30,124,3,0,0,0,2,3,8,Private study 1
2018-01-09 22:00:00,2018-01-09,22,119,207,19,83,3,0,0,0,2,1,11,Private study 1
2018-01-09 23:00:00,2018-01-09,23,63,154,10,40,4,0,0,0,3,0,6,Private study 1
2018-01-10 00:00:00,2018-01-10,00,46,83,6,34,3,1,0,0,0,1,1,Private study 1
2018-01-10 01:00:00,2018-01-10,01,23,63,4,17,1,0,0,0,0,0,1,Private study 1
2018-01-10 02:00:00,2018-01-10,02,15,135,2,12,1,0,0,0,0,0,0,Private study 1
2018-01-10 03:00:00,2018-01-10,03,12,28,6,4,1,0,0,0,0,0,1,Private study 1
2018-01-10 04:00:00,2018-01-10,04,11,13,2,8,0,0,0,0,0,1,0,Private study 1
2018-01-10 05:00:00,2018-01-10,05,8,13,0,8,0,0,0,0,0,0,0,Private study 1
2018-01-10 06:00:00,2018-01-10,06,10,9,4,5,0,0,1,0,0,0,0,Private study 1
2018-01-10 07:00:00,2018-01-10,07,26,15,9,9,0,0,6,0,1,0,1,Private study 1
2018-01-10 08:00:00,2018-01-10,08,61,24,16,33,4,0,3,0,0,0,5,Private study 1
2018-01-10 09:00:00,2018-01-10,09,235,53,50,149,14,0,8,1,4,0,9,Private study 1
2018-01-10 10:00:00,2018-01-10,10,440,167,84,274,25,0,11,2,19,0,25,Private study 1
2018-01-10 11:00:00,2018-01-10,11,440,245,84,277,26,0,10,2,16,1,24,Private study 1
2018-01-10 12:00:00,2018-01-10,12,583,440,125,376,30,0,15,1,6,1,29,Private study 1
2018-01-10 13:00:00,2018-01-10,13,670,612,108,454,41,0,14,1,13,8,31,Private study 1
2018-01-10 14:00:00,2018-01-10,14,697,591,154,428,40,0,11,3,8,3,50,Private study 1
2018-01-10 15:00:00,2018-01-10,15,617,633,114,417,31,0,7,1,6,2,39,Private study 1
2018-01-10 16:00:00,2018-01-10,16,639,661,117,439,30,0,8,1,12,2,30,Private study 1
2018-01-10 17:00:00,2018-01-10,17,504,616,106,335,22,0,5,2,8,7,19,Private study 1
2018-01-10 18:00:00,2018-01-10,18,409,592,62,297,18,0,1,0,7,3,21,Private study 1
2018-01-10 19:00:00,2018-01-10,19,382,464,64,274,14,0,0,0,3,4,23,Private study 1
2018-01-10 20:00:00,2018-01-10,20,227,357,32,173,8,0,0,0,4,4,6,Private study 1
2018-01-10 21:00:00,2018-01-10,21,235,301,27,178,12,0,0,0,3,2,13,Private study 1
2018-01-10 22:00:00,2018-01-10,22,158,268,27,112,9,0,0,0,2,2,6,Private study 1
2018-01-10 23:00:00,2018-01-10,23,96,180,17,69,4,0,0,0,0,1,5,Private study 1
2018-01-11 00:00:00,2018-01-11,00,82,146,13,61,2,2,0,0,2,0,2,Mid-year assessment
2018-01-11 01:00:00,2018-01-11,01,50,100,8,38,2,0,0,0,1,0,1,Mid-year assessment
2018-01-11 02:00:00,2018-01-11,02,34,186,3,30,1,0,0,0,0,0,0,Mid-year assessment
2018-01-11 03:00:00,2018-01-11,03,23,41,0,22,0,0,0,0,0,0,1,Mid-year assessment
2018-01-11 04:00:00,2018-01-11,04,22,30,3,18,0,0,0,0,1,0,0,Mid-year assessment
2018-01-11 05:00:00,2018-01-11,05,20,29,1,18,1,0,0,0,0,0,0,Mid-year assessment
2018-01-11 06:00:00,2018-01-11,06,30,32,7,21,1,0,0,0,0,0,1,Mid-year assessment
2018-01-11 07:00:00,2018-01-11,07,53,38,4,43,1,0,4,0,0,0,1,Mid-year assessment
2018-01-11 08:00:00,2018-01-11,08,137,74,25,102,3,0,6,0,0,0,1,Mid-year assessment
2018-01-11 09:00:00,2018-01-11,09,303,112,65,188,21,0,10,1,2,3,13,Mid-year assessment
2018-01-11 10:00:00,2018-01-11,10,419,147,91,274,26,0,6,1,2,1,18,Mid-year assessment
2018-01-11 11:00:00,2018-01-11,11,551,312,101,389,24,0,3,1,8,2,23,Mid-year assessment
2018-01-11 12:00:00,2018-01-11,12,636,545,114,463,28,0,5,3,6,1,16,Mid-year assessment
2018-01-11 13:00:00,2018-01-11,13,693,672,135,463,41,0,17,0,8,3,26,Mid-year assessment
2018-01-11 14:00:00,2018-01-11,14,599,545,120,393,37,1,10,3,5,1,29,Mid-year assessment
2018-01-11 15:00:00,2018-01-11,15,599,598,106,409,32,0,10,4,11,2,25,Mid-year assessment
2018-01-11 16:00:00,2018-01-11,16,489,592,70,343,28,0,9,1,7,2,29,Mid-year assessment
2018-01-11 17:00:00,2018-01-11,17,401,534,90,266,20,0,4,3,2,2,14,Mid-year assessment
2018-01-11 18:00:00,2018-01-11,18,319,463,64,218,11,0,4,1,1,2,18,Mid-year assessment
2018-01-11 19:00:00,2018-01-11,19,286,331,64,190,12,0,1,0,4,1,14,Mid-year assessment
2018-01-11 20:00:00,2018-01-11,20,205,311,56,129,7,0,0,0,2,3,8,Mid-year assessment
2018-01-11 21:00:00,2018-01-11,21,154,246,31,116,2,0,0,0,0,0,5,Mid-year assessment
2018-01-11 22:00:00,2018-01-11,22,112,193,33,73,4,0,0,0,0,1,1,Mid-year assessment
2018-01-11 23:00:00,2018-01-11,23,97,164,20,66,4,0,0,0,0,3,4,Mid-year assessment
2018-01-12 00:00:00,2018-01-12,00,67,104,18,42,1,1,0,0,0,0,5,Mid-year assessment
2018-01-12 01:00:00,2018-01-12,01,31,66,11,19,0,0,0,0,0,1,0,Mid-year assessment
2018-01-12 02:00:00,2018-01-12,02,23,154,4,19,0,0,0,0,0,0,0,Mid-year assessment
2018-01-12 03:00:00,2018-01-12,03,27,54,10,17,0,0,0,0,0,0,0,Mid-year assessment
2018-01-12 04:00:00,2018-01-12,04,10,15,2,7,0,0,0,0,0,0,1,Mid-year assessment
2018-01-12 05:00:00,2018-01-12,05,17,31,5,12,0,0,0,0,0,0,0,Mid-year assessment
2018-01-12 06:00:00,2018-01-12,06,16,11,2,12,0,0,0,0,1,0,1,Mid-year assessment
2018-01-12 07:00:00,2018-01-12,07,47,26,3,35,0,0,5,1,2,0,1,Mid-year assessment
2018-01-12 08:00:00,2018-01-12,08,146,67,31,98,5,0,6,1,2,0,3,Mid-year assessment
2018-01-12 09:00:00,2018-01-12,09,246,131,49,169,6,0,6,3,5,0,8,Mid-year assessment
2018-01-12 10:00:00,2018-01-12,10,300,109,59,198,23,0,7,1,6,0,6,Mid-year assessment
2018-01-12 11:00:00,2018-01-12,11,450,269,62,323,34,0,2,2,14,0,13,Mid-year assessment
2018-01-12 12:00:00,2018-01-12,12,505,418,82,353,35,0,6,2,6,0,21,Mid-year assessment
2018-01-12 13:00:00,2018-01-12,13,521,554,97,353,36,0,10,3,4,1,17,Mid-year assessment
2018-01-12 14:00:00,2018-01-12,14,447,348,106,278,39,0,4,1,9,1,9,Mid-year assessment
2018-01-12 15:00:00,2018-01-12,15,457,459,93,298,38,0,4,1,7,1,15,Mid-year assessment
2018-01-12 16:00:00,2018-01-12,16,443,515,89,302,30,0,2,3,2,2,13,Mid-year assessment
2018-01-12 17:00:00,2018-01-12,17,338,439,63,231,22,0,6,1,3,1,11,Mid-year assessment
2018-01-12 18:00:00,2018-01-12,18,260,354,53,183,17,0,1,0,1,0,5,Mid-year assessment
2018-01-12 19:00:00,2018-01-12,19,248,315,48,172,16,0,0,2,0,2,8,Mid-year assessment
2018-01-12 20:00:00,2018-01-12,20,170,237,30,129,7,0,0,0,0,0,4,Mid-year assessment
2018-01-12 21:00:00,2018-01-12,21,136,198,18,89,6,0,0,0,0,17,6,Mid-year assessment
2018-01-12 22:00:00,2018-01-12,22,112,186,17,87,2,0,0,0,0,2,4,Mid-year assessment
2018-01-12 23:00:00,2018-01-12,23,64,148,8,44,3,0,0,0,0,6,3,Mid-year assessment
