Hour,Date,Oclock,IN,OUT,Postgraduate,Undergraduate,Assistive-Tech,Library-Staff,Staff,Sconul,Default,BN,Other,Term_dates
2019-04-08 11:00:00,2019-04-08,11,676,403,112,441,58,0,6,1,7,4,47,Spring term
2019-04-08 12:00:00,2019-04-08,12,887,801,158,569,54,1,19,2,6,7,71,Spring term
2019-04-08 13:00:00,2019-04-08,13,866,865,139,553,61,0,12,0,8,3,90,Spring term
2019-04-08 14:00:00,2019-04-08,14,914,822,176,572,72,0,15,2,2,4,71,Spring term
2019-04-08 15:00:00,2019-04-08,15,817,881,121,566,53,0,9,0,5,4,59,Spring term
2019-04-08 16:00:00,2019-04-08,16,648,824,92,439,41,0,7,0,8,5,56,Spring term
2019-04-08 17:00:00,2019-04-08,17,528,660,90,344,42,0,5,0,4,4,39,Spring term
2019-04-08 18:00:00,2019-04-08,18,328,531,61,206,26,0,2,0,7,1,25,Spring term
2019-04-08 19:00:00,2019-04-08,19,229,359,29,166,17,0,2,0,2,3,10,Spring term
2019-04-08 20:00:00,2019-04-08,20,179,279,35,118,9,0,1,0,5,4,7,Spring term
2019-04-08 21:00:00,2019-04-08,21,108,166,28,62,9,0,0,0,0,1,8,Spring term
2019-04-08 22:00:00,2019-04-08,22,63,135,9,44,1,0,0,0,1,4,4,Spring term
2019-04-08 23:00:00,2019-04-08,23,27,75,5,14,1,0,0,0,2,1,4,Spring term
2019-04-09 00:00:00,2019-04-09,00,26,65,2,12,4,0,0,0,1,2,5,Spring term
2019-04-09 01:00:00,2019-04-09,01,9,21,1,4,0,0,0,0,1,1,2,Spring term
2019-04-09 02:00:00,2019-04-09,02,10,193,5,1,0,2,0,0,0,0,2,Spring term
2019-04-09 03:00:00,2019-04-09,03,3,12,1,0,0,1,0,0,1,0,0,Spring term
2019-04-09 04:00:00,2019-04-09,04,4,8,0,4,0,0,0,0,0,0,0,Spring term
2019-04-09 05:00:00,2019-04-09,05,7,7,2,2,0,0,0,0,3,0,0,Spring term
2019-04-09 06:00:00,2019-04-09,06,12,4,3,4,4,0,0,0,1,0,0,Spring term
2019-04-09 07:00:00,2019-04-09,07,30,7,12,10,0,0,6,0,0,0,2,Spring term
2019-04-09 08:00:00,2019-04-09,08,133,51,38,72,9,1,7,1,0,0,5,Spring term
2019-04-09 09:00:00,2019-04-09,09,270,90,70,148,11,0,11,0,5,0,25,Spring term
2019-04-09 10:00:00,2019-04-09,10,558,258,100,345,36,0,12,1,4,1,59,Spring term
2019-04-09 11:00:00,2019-04-09,11,778,458,131,523,48,1,16,1,4,2,52,Spring term
2019-04-09 12:00:00,2019-04-09,12,858,768,135,579,45,0,16,2,8,7,66,Spring term
2019-04-09 13:00:00,2019-04-09,13,917,835,152,598,54,1,14,3,12,1,82,Spring term
2019-04-09 14:00:00,2019-04-09,14,885,892,139,602,42,0,3,1,6,3,89,Spring term
2019-04-09 15:00:00,2019-04-09,15,665,907,85,464,37,0,9,1,6,4,59,Spring term
2019-04-09 16:00:00,2019-04-09,16,594,753,78,405,40,0,6,1,8,2,54,Spring term
2019-04-09 17:00:00,2019-04-09,17,415,612,84,257,26,0,6,0,6,1,35,Spring term
2019-04-09 18:00:00,2019-04-09,18,267,425,57,162,19,0,3,0,2,3,21,Spring term
2019-04-09 19:00:00,2019-04-09,19,175,331,36,113,6,0,0,0,3,2,15,Spring term
2019-04-09 20:00:00,2019-04-09,20,138,195,27,84,7,0,1,0,3,2,14,Spring term
2019-04-09 21:00:00,2019-04-09,21,106,154,14,80,6,0,0,0,0,1,5,Spring term
2019-04-09 22:00:00,2019-04-09,22,61,136,7,42,5,0,0,0,0,1,6,Spring term
2019-04-09 23:00:00,2019-04-09,23,38,90,6,27,2,0,0,0,0,2,1,Spring term
2019-04-10 00:00:00,2019-04-10,00,28,50,0,17,3,1,0,0,0,3,4,Spring term
2019-04-10 01:00:00,2019-04-10,01,13,39,0,9,1,0,0,0,0,0,3,Spring term
2019-04-10 02:00:00,2019-04-10,02,5,142,0,5,0,0,0,0,0,0,0,Spring term
2019-04-10 03:00:00,2019-04-10,03,9,12,2,7,0,0,0,0,0,0,0,Spring term
2019-04-10 04:00:00,2019-04-10,04,3,8,1,2,0,0,0,0,0,0,0,Spring term
2019-04-10 05:00:00,2019-04-10,05,4,5,0,4,0,0,0,0,0,0,0,Spring term
2019-04-10 06:00:00,2019-04-10,06,12,12,1,7,0,0,3,0,0,0,1,Spring term
2019-04-10 07:00:00,2019-04-10,07,22,7,6,9,1,0,4,0,1,0,1,Spring term
2019-04-10 08:00:00,2019-04-10,08,134,64,39,73,3,3,7,0,0,0,9,Spring term
2019-04-10 09:00:00,2019-04-10,09,307,100,57,193,22,1,12,0,4,0,18,Spring term
2019-04-10 10:00:00,2019-04-10,10,534,253,130,324,24,0,6,0,5,2,43,Spring term
2019-04-10 11:00:00,2019-04-10,11,662,446,105,462,40,0,15,1,5,4,30,Spring term
2019-04-10 12:00:00,2019-04-10,12,666,610,127,429,54,0,10,1,6,1,38,Spring term
2019-04-10 13:00:00,2019-04-10,13,831,700,148,539,53,0,22,1,2,1,65,Spring term
2019-04-10 14:00:00,2019-04-10,14,655,693,117,411,46,0,13,3,10,2,53,Spring term
2019-04-10 15:00:00,2019-04-10,15,587,688,102,373,41,1,10,1,6,1,52,Spring term
2019-04-10 16:00:00,2019-04-10,16,497,581,107,297,33,0,9,2,4,1,44,Spring term
2019-04-10 17:00:00,2019-04-10,17,345,490,72,219,23,0,8,1,3,0,19,Spring term
2019-04-10 18:00:00,2019-04-10,18,256,401,65,151,14,0,5,1,3,1,16,Spring term
2019-04-10 19:00:00,2019-04-10,19,148,302,35,93,3,0,4,1,0,1,11,Spring term
2019-04-10 20:00:00,2019-04-10,20,123,172,23,84,3,0,0,0,1,4,8,Spring term
2019-04-10 21:00:00,2019-04-10,21,73,130,14,49,5,0,0,0,0,3,2,Spring term
2019-04-10 22:00:00,2019-04-10,22,65,103,8,44,0,0,0,0,0,6,7,Spring term
2019-04-10 23:00:00,2019-04-10,23,20,68,2,14,2,0,0,0,0,2,0,Spring term
2019-04-11 00:00:00,2019-04-11,00,25,37,2,15,0,1,0,0,0,4,3,Spring term
2019-04-11 01:00:00,2019-04-11,01,12,23,1,8,0,0,0,0,0,2,1,Spring term
2019-04-11 02:00:00,2019-04-11,02,10,159,0,9,0,0,0,0,0,1,0,Spring term
2019-04-11 03:00:00,2019-04-11,03,8,26,1,4,0,0,0,0,0,2,1,Spring term
2019-04-11 04:00:00,2019-04-11,04,0,6,0,0,0,0,0,0,0,0,0,Spring term
2019-04-11 05:00:00,2019-04-11,05,2,5,0,1,0,0,0,0,0,1,0,Spring term
2019-04-11 06:00:00,2019-04-11,06,3,7,0,2,0,0,0,0,0,0,1,Spring term
2019-04-11 07:00:00,2019-04-11,07,27,8,8,11,2,0,3,0,1,1,1,Spring term
2019-04-11 08:00:00,2019-04-11,08,121,55,36,59,7,1,9,1,2,0,6,Spring term
2019-04-11 09:00:00,2019-04-11,09,250,100,56,137,20,0,4,3,0,2,28,Spring term
2019-04-11 10:00:00,2019-04-11,10,472,205,97,295,23,0,11,1,1,2,42,Spring term
2019-04-11 11:00:00,2019-04-11,11,606,355,116,385,46,0,14,3,1,1,40,Spring term
2019-04-11 12:00:00,2019-04-11,12,630,593,132,392,39,0,9,3,4,5,46,Spring term
2019-04-11 13:00:00,2019-04-11,13,798,684,170,493,49,0,16,0,3,1,66,Spring term
2019-04-11 14:00:00,2019-04-11,14,695,654,129,432,52,0,19,4,3,1,55,Spring term
2019-04-11 15:00:00,2019-04-11,15,544,700,79,379,28,0,7,3,5,2,41,Spring term
2019-04-11 16:00:00,2019-04-11,16,413,562,76,258,31,0,6,1,5,2,34,Spring term
2019-04-11 17:00:00,2019-04-11,17,343,478,88,185,28,0,2,3,2,3,32,Spring term
2019-04-11 18:00:00,2019-04-11,18,205,333,41,124,16,0,2,2,1,2,17,Spring term
2019-04-11 19:00:00,2019-04-11,19,113,221,23,72,4,0,1,2,1,0,10,Spring term
2019-04-11 20:00:00,2019-04-11,20,86,145,22,46,6,0,0,0,0,4,8,Spring term
2019-04-11 21:00:00,2019-04-11,21,55,84,11,30,6,0,0,0,0,1,7,Spring term
2019-04-11 22:00:00,2019-04-11,22,31,70,4,20,3,0,0,0,0,1,3,Spring term
2019-04-11 23:00:00,2019-04-11,23,11,36,0,5,0,0,0,0,0,5,1,Spring term
2019-04-12 00:00:00,2019-04-12,00,20,29,1,13,0,0,0,0,0,3,3,Spring term
2019-04-12 01:00:00,2019-04-12,01,7,20,0,3,1,1,0,0,0,2,0,Spring term
2019-04-12 02:00:00,2019-04-12,02,0,131,0,0,0,0,0,0,0,0,0,Spring term
2019-04-12 03:00:00,2019-04-12,03,4,11,1,2,0,0,0,0,0,0,1,Spring term
2019-04-12 04:00:00,2019-04-12,04,1,1,0,1,0,0,0,0,0,0,0,Spring term
2019-04-12 05:00:00,2019-04-12,05,1,4,0,1,0,0,0,0,0,0,0,Spring term
2019-04-12 06:00:00,2019-04-12,06,12,6,1,9,1,0,0,0,0,0,1,Spring term
2019-04-12 07:00:00,2019-04-12,07,20,8,4,11,0,0,2,0,1,0,2,Spring term
2019-04-12 08:00:00,2019-04-12,08,77,41,25,38,4,1,3,0,1,0,5,Spring term
2019-04-12 09:00:00,2019-04-12,09,198,69,43,109,16,1,3,1,3,0,22,Spring term
2019-04-12 10:00:00,2019-04-12,10,329,149,48,208,25,0,10,0,2,0,36,Spring term
2019-04-12 11:00:00,2019-04-12,11,382,235,91,221,21,0,9,2,5,5,28,Spring term
2019-04-12 12:00:00,2019-04-12,12,452,405,90,295,28,0,5,0,2,1,31,Spring term
2019-04-12 13:00:00,2019-04-12,13,534,475,123,295,31,0,10,2,7,4,62,Spring term
2019-04-12 14:00:00,2019-04-12,14,480,451,112,254,36,0,11,3,2,6,56,Spring term
2019-04-12 15:00:00,2019-04-12,15,363,483,77,226,21,1,5,1,2,2,28,Spring term
2019-04-12 16:00:00,2019-04-12,16,291,353,65,152,16,0,9,2,5,3,39,Spring term
2019-04-12 17:00:00,2019-04-12,17,200,310,44,107,9,0,2,0,1,3,34,Spring term
2019-04-12 18:00:00,2019-04-12,18,141,205,34,70,3,0,3,2,3,5,21,Spring term
2019-04-12 19:00:00,2019-04-12,19,87,174,32,35,1,0,1,0,0,0,18,Spring term
2019-04-12 20:00:00,2019-04-12,20,66,94,20,34,1,0,0,0,1,1,9,Spring term
2019-04-12 21:00:00,2019-04-12,21,31,52,9,20,1,0,0,0,0,0,1,Spring term
2019-04-12 22:00:00,2019-04-12,22,16,50,4,11,1,0,0,0,0,0,0,Spring term
2019-04-12 23:00:00,2019-04-12,23,8,35,2,5,0,0,0,0,0,0,1,Spring term
2019-04-13 00:00:00,2019-04-13,00,7,10,1,3,0,0,0,0,1,2,0,Easter teaching break
2019-04-13 01:00:00,2019-04-13,01,2,2,0,2,0,0,0,0,0,0,0,Easter teaching break
2019-04-13 02:00:00,2019-04-13,02,3,123,0,1,0,0,0,0,1,0,1,Easter teaching break
2019-04-13 03:00:00,2019-04-13,03,2,3,0,1,0,0,0,0,1,0,0,Easter teaching break
2019-04-13 04:00:00,2019-04-13,04,2,8,0,1,0,0,0,0,0,1,0,Easter teaching break
2019-04-13 05:00:00,2019-04-13,05,3,1,1,2,0,0,0,0,0,0,0,Easter teaching break
2019-04-13 06:00:00,2019-04-13,06,5,2,1,2,0,1,0,0,0,0,1,Easter teaching break
2019-04-13 07:00:00,2019-04-13,07,7,5,2,5,0,0,0,0,0,0,0,Easter teaching break
2019-04-13 08:00:00,2019-04-13,08,26,10,6,12,1,0,1,1,1,0,4,Easter teaching break
2019-04-13 09:00:00,2019-04-13,09,35,10,9,10,2,0,0,0,1,0,13,Easter teaching break
2019-04-13 10:00:00,2019-04-13,10,86,28,20,27,3,0,2,2,4,1,27,Easter teaching break
2019-04-13 11:00:00,2019-04-13,11,119,53,26,55,10,0,0,1,1,0,26,Easter teaching break
2019-04-13 12:00:00,2019-04-13,12,191,113,42,73,7,0,5,0,2,2,60,Easter teaching break
2019-04-13 13:00:00,2019-04-13,13,174,137,47,65,8,0,2,1,1,0,50,Easter teaching break
2019-04-13 14:00:00,2019-04-13,14,208,154,41,101,6,0,2,0,3,2,53,Easter teaching break
2019-04-13 15:00:00,2019-04-13,15,196,183,36,82,10,0,1,2,4,4,57,Easter teaching break
2019-04-13 16:00:00,2019-04-13,16,148,180,27,72,3,0,1,2,3,2,38,Easter teaching break
2019-04-13 17:00:00,2019-04-13,17,117,168,21,61,5,0,0,0,2,0,28,Easter teaching break
2019-04-13 18:00:00,2019-04-13,18,97,163,14,54,9,0,1,1,0,0,18,Easter teaching break
2019-04-13 19:00:00,2019-04-13,19,79,119,17,44,0,0,0,2,3,0,13,Easter teaching break
2019-04-13 20:00:00,2019-04-13,20,51,83,10,37,0,0,0,0,0,1,3,Easter teaching break
2019-04-13 21:00:00,2019-04-13,21,31,65,7,20,0,0,0,0,0,0,4,Easter teaching break
2019-04-13 22:00:00,2019-04-13,22,16,41,3,11,0,0,0,0,0,1,1,Easter teaching break
2019-04-13 23:00:00,2019-04-13,23,19,23,1,16,0,0,0,0,0,0,2,Easter teaching break
2019-04-14 00:00:00,2019-04-14,00,7,21,1,5,0,0,0,0,0,0,1,Easter teaching break
2019-04-14 01:00:00,2019-04-14,01,13,11,6,7,0,0,0,0,0,0,0,Easter teaching break
2019-04-14 02:00:00,2019-04-14,02,4,18,2,2,0,0,0,0,0,0,0,Easter teaching break
2019-04-14 03:00:00,2019-04-14,03,3,5,3,0,0,0,0,0,0,0,0,Easter teaching break
2019-04-14 04:00:00,2019-04-14,04,0,0,0,0,0,0,0,0,0,0,0,Easter teaching break
2019-04-14 05:00:00,2019-04-14,05,2,2,1,1,0,0,0,0,0,0,0,Easter teaching break
2019-04-14 06:00:00,2019-04-14,06,1,4,1,0,0,0,0,0,0,0,0,Easter teaching break
2019-04-14 07:00:00,2019-04-14,07,4,3,2,0,1,0,0,0,0,0,1,Easter teaching break
2019-04-14 08:00:00,2019-04-14,08,13,2,9,2,0,0,0,0,0,0,2,Easter teaching break
2019-04-14 09:00:00,2019-04-14,09,33,8,8,14,1,0,1,1,4,0,4,Easter teaching break
2019-04-14 10:00:00,2019-04-14,10,73,19,12,36,6,0,0,1,0,1,17,Easter teaching break
2019-04-14 11:00:00,2019-04-14,11,100,42,23,48,5,0,1,2,1,1,19,Easter teaching break
2019-04-14 12:00:00,2019-04-14,12,127,65,32,60,6,0,0,1,0,4,24,Easter teaching break
2019-04-14 13:00:00,2019-04-14,13,197,131,33,112,11,0,0,1,3,3,34,Easter teaching break
2019-04-14 14:00:00,2019-04-14,14,181,130,33,103,9,0,0,2,2,2,30,Easter teaching break
2019-04-14 15:00:00,2019-04-14,15,162,145,20,100,9,0,0,0,2,8,23,Easter teaching break
2019-04-14 16:00:00,2019-04-14,16,169,188,28,98,10,0,0,1,2,6,24,Easter teaching break
2019-04-14 17:00:00,2019-04-14,17,114,160,19,71,5,0,0,1,2,4,12,Easter teaching break
2019-04-14 18:00:00,2019-04-14,18,96,140,16,53,6,0,0,1,0,4,16,Easter teaching break
2019-04-14 19:00:00,2019-04-14,19,73,142,16,40,4,0,0,0,1,4,8,Easter teaching break
2019-04-14 20:00:00,2019-04-14,20,62,93,6,40,3,0,0,0,1,4,8,Easter teaching break
2019-04-14 21:00:00,2019-04-14,21,41,77,8,23,1,0,0,0,0,4,5,Easter teaching break
2019-04-14 22:00:00,2019-04-14,22,48,55,3,30,2,0,0,0,1,5,7,Easter teaching break
2019-04-14 23:00:00,2019-04-14,23,17,34,3,12,0,1,0,0,0,0,1,Easter teaching break
2019-04-15 00:00:00,2019-04-15,00,12,29,3,9,0,0,0,0,0,0,0,Easter teaching break
2019-04-15 01:00:00,2019-04-15,01,9,23,3,6,0,0,0,0,0,0,0,Easter teaching break
2019-04-15 02:00:00,2019-04-15,02,7,16,1,6,0,0,0,0,0,0,0,Easter teaching break
2019-04-15 03:00:00,2019-04-15,03,1,8,1,0,0,0,0,0,0,0,0,Easter teaching break
2019-04-15 04:00:00,2019-04-15,04,2,2,0,2,0,0,0,0,0,0,0,Easter teaching break
2019-04-15 05:00:00,2019-04-15,05,0,2,0,0,0,0,0,0,0,0,0,Easter teaching break
2019-04-15 06:00:00,2019-04-15,06,6,3,1,1,0,0,4,0,0,0,0,Easter teaching break
2019-04-15 07:00:00,2019-04-15,07,12,3,7,3,1,0,1,0,0,0,0,Easter teaching break
2019-04-15 08:00:00,2019-04-15,08,50,9,21,15,4,0,2,1,1,1,5,Easter teaching break
2019-04-15 09:00:00,2019-04-15,09,126,27,31,49,8,0,11,1,1,2,23,Easter teaching break
2019-04-15 10:00:00,2019-04-15,10,195,77,53,89,11,0,5,0,1,5,31,Easter teaching break
2019-04-15 11:00:00,2019-04-15,11,272,135,63,126,21,0,8,3,2,4,45,Easter teaching break
2019-04-15 12:00:00,2019-04-15,12,361,236,84,172,18,0,10,4,4,22,47,Easter teaching break
2019-04-15 13:00:00,2019-04-15,13,379,326,80,187,21,0,8,2,5,10,66,Easter teaching break
2019-04-15 14:00:00,2019-04-15,14,399,291,86,197,12,0,11,4,4,6,79,Easter teaching break
2019-04-15 15:00:00,2019-04-15,15,347,347,73,181,15,0,8,3,13,2,52,Easter teaching break
2019-04-15 16:00:00,2019-04-15,16,292,387,54,161,11,0,5,1,6,7,47,Easter teaching break
2019-04-15 17:00:00,2019-04-15,17,218,306,40,116,10,0,4,1,3,9,35,Easter teaching break
2019-04-15 18:00:00,2019-04-15,18,147,258,25,79,9,0,2,2,4,1,25,Easter teaching break
2019-04-15 19:00:00,2019-04-15,19,124,220,23,71,6,0,1,1,3,4,15,Easter teaching break
2019-04-15 20:00:00,2019-04-15,20,99,149,19,66,3,0,0,0,2,1,8,Easter teaching break
2019-04-15 21:00:00,2019-04-15,21,59,113,12,38,2,0,1,0,0,1,5,Easter teaching break
2019-04-15 22:00:00,2019-04-15,22,53,80,9,33,1,0,1,0,0,3,6,Easter teaching break
2019-04-15 23:00:00,2019-04-15,23,28,48,5,13,1,1,0,0,0,7,1,Easter teaching break
2019-04-16 00:00:00,2019-04-16,00,19,46,6,7,0,0,0,0,0,4,2,Easter teaching break
2019-04-16 01:00:00,2019-04-16,01,7,16,1,2,0,0,0,0,1,2,1,Easter teaching break
2019-04-16 02:00:00,2019-04-16,02,3,25,2,1,0,0,0,0,0,0,0,Easter teaching break
2019-04-16 03:00:00,2019-04-16,03,5,12,1,3,0,0,0,0,1,0,0,Easter teaching break
2019-04-16 04:00:00,2019-04-16,04,0,2,0,0,0,0,0,0,0,0,0,Easter teaching break
2019-04-16 05:00:00,2019-04-16,05,1,2,0,0,0,0,0,0,1,0,0,Easter teaching break
2019-04-16 06:00:00,2019-04-16,06,9,7,1,7,0,0,0,0,1,0,0,Easter teaching break
2019-04-16 07:00:00,2019-04-16,07,18,7,5,6,1,1,5,0,0,0,0,Easter teaching break
2019-04-16 08:00:00,2019-04-16,08,45,13,18,12,2,1,4,1,1,1,5,Easter teaching break
2019-04-16 09:00:00,2019-04-16,09,143,38,41,49,13,0,10,0,2,1,27,Easter teaching break
2019-04-16 10:00:00,2019-04-16,10,185,76,41,77,19,0,6,1,2,1,38,Easter teaching break
2019-04-16 11:00:00,2019-04-16,11,231,139,58,104,12,0,6,4,2,1,44,Easter teaching break
2019-04-16 12:00:00,2019-04-16,12,320,242,81,134,18,0,8,1,14,5,59,Easter teaching break
2019-04-16 13:00:00,2019-04-16,13,370,282,99,180,12,0,9,2,2,4,62,Easter teaching break
2019-04-16 14:00:00,2019-04-16,14,375,297,86,175,23,0,11,1,1,6,72,Easter teaching break
2019-04-16 15:00:00,2019-04-16,15,338,344,75,165,15,0,11,4,10,4,54,Easter teaching break
2019-04-16 16:00:00,2019-04-16,16,291,366,83,138,11,0,10,1,4,1,43,Easter teaching break
2019-04-16 17:00:00,2019-04-16,17,260,323,63,141,9,0,10,3,2,2,30,Easter teaching break
2019-04-16 18:00:00,2019-04-16,18,160,280,47,76,9,0,4,1,3,1,19,Easter teaching break
2019-04-16 19:00:00,2019-04-16,19,117,224,25,65,8,0,1,1,0,2,15,Easter teaching break
2019-04-16 20:00:00,2019-04-16,20,91,120,25,56,2,0,0,3,0,1,4,Easter teaching break
2019-04-16 21:00:00,2019-04-16,21,76,104,11,42,2,0,3,0,0,3,15,Easter teaching break
2019-04-16 22:00:00,2019-04-16,22,53,80,8,34,3,0,1,0,1,2,4,Easter teaching break
2019-04-16 23:00:00,2019-04-16,23,30,59,0,23,1,0,0,0,0,0,6,Easter teaching break
2019-04-17 00:00:00,2019-04-17,00,22,35,0,13,0,1,0,0,1,5,2,Easter teaching break
2019-04-17 01:00:00,2019-04-17,01,20,35,2,14,0,0,0,0,0,3,1,Easter teaching break
2019-04-17 02:00:00,2019-04-17,02,12,104,0,12,0,0,0,0,0,0,0,Easter teaching break
2019-04-17 03:00:00,2019-04-17,03,7,22,0,6,0,0,0,0,0,1,0,Easter teaching break
2019-04-17 04:00:00,2019-04-17,04,4,8,0,4,0,0,0,0,0,0,0,Easter teaching break
2019-04-17 05:00:00,2019-04-17,05,3,7,0,1,1,0,0,0,0,1,0,Easter teaching break
2019-04-17 06:00:00,2019-04-17,06,5,2,3,0,0,0,0,0,0,0,2,Easter teaching break
2019-04-17 07:00:00,2019-04-17,07,18,2,4,6,0,0,5,0,1,0,2,Easter teaching break
2019-04-17 08:00:00,2019-04-17,08,67,23,32,14,4,0,7,1,0,0,9,Easter teaching break
2019-04-17 09:00:00,2019-04-17,09,167,50,46,64,9,0,10,1,6,1,30,Easter teaching break
2019-04-17 10:00:00,2019-04-17,10,214,86,57,98,18,0,9,3,4,1,24,Easter teaching break
2019-04-17 11:00:00,2019-04-17,11,271,161,68,111,15,2,13,5,3,3,51,Easter teaching break
2019-04-17 12:00:00,2019-04-17,12,263,220,60,127,23,0,16,2,7,2,26,Easter teaching break
2019-04-17 13:00:00,2019-04-17,13,388,318,84,197,18,1,14,5,7,3,59,Easter teaching break
2019-04-17 14:00:00,2019-04-17,14,368,306,90,163,24,0,15,3,2,1,70,Easter teaching break
2019-04-17 15:00:00,2019-04-17,15,319,304,83,150,23,0,7,3,6,4,43,Easter teaching break
2019-04-17 16:00:00,2019-04-17,16,291,337,78,148,16,0,3,1,4,4,37,Easter teaching break
2019-04-17 17:00:00,2019-04-17,17,197,321,49,100,7,0,6,1,5,5,24,Easter teaching break
2019-04-17 18:00:00,2019-04-17,18,142,244,39,65,10,0,3,1,6,1,17,Easter teaching break
2019-04-17 19:00:00,2019-04-17,19,88,201,25,47,4,0,0,0,1,2,9,Easter teaching break
2019-04-17 20:00:00,2019-04-17,20,76,109,25,38,1,0,1,0,0,2,9,Easter teaching break
2019-04-17 21:00:00,2019-04-17,21,45,79,11,16,1,0,1,0,1,8,7,Easter teaching break
2019-04-17 22:00:00,2019-04-17,22,34,73,11,18,1,0,0,0,0,0,4,Easter teaching break
2019-04-17 23:00:00,2019-04-17,23,31,36,3,19,0,0,0,0,0,5,4,Easter teaching break
2019-04-18 00:00:00,2019-04-18,00,16,28,0,10,0,1,0,0,1,4,0,Easter teaching break
2019-04-18 01:00:00,2019-04-18,01,8,21,2,1,0,0,0,0,0,5,0,Easter teaching break
2019-04-18 02:00:00,2019-04-18,02,13,115,0,7,0,0,0,0,1,5,0,Easter teaching break
2019-04-18 03:00:00,2019-04-18,03,1,9,0,0,0,0,0,0,0,1,0,Easter teaching break
2019-04-18 04:00:00,2019-04-18,04,4,4,0,1,0,0,0,0,0,3,0,Easter teaching break
2019-04-18 05:00:00,2019-04-18,05,0,8,0,0,0,0,0,0,0,0,0,Easter teaching break
2019-04-18 06:00:00,2019-04-18,06,3,2,3,0,0,0,0,0,0,0,0,Easter teaching break
2019-04-18 07:00:00,2019-04-18,07,8,0,3,2,1,0,1,0,0,0,1,Easter teaching break
2019-04-18 08:00:00,2019-04-18,08,49,13,16,20,4,0,2,0,1,0,6,Easter teaching break
2019-04-18 09:00:00,2019-04-18,09,134,34,39,58,5,0,9,0,3,1,19,Easter teaching break
2019-04-18 10:00:00,2019-04-18,10,250,95,77,101,17,0,5,2,4,4,40,Easter teaching break
2019-04-18 11:00:00,2019-04-18,11,226,119,65,93,8,0,7,1,0,4,48,Easter teaching break
2019-04-18 12:00:00,2019-04-18,12,260,215,59,131,17,0,3,0,7,1,42,Easter teaching break
2019-04-18 13:00:00,2019-04-18,13,279,306,67,137,11,0,8,1,0,4,51,Easter teaching break
2019-04-18 14:00:00,2019-04-18,14,361,259,94,158,10,0,11,2,6,4,76,Easter teaching break
2019-04-18 15:00:00,2019-04-18,15,282,273,65,133,14,0,6,2,1,2,59,Easter teaching break
2019-04-18 16:00:00,2019-04-18,16,221,339,60,105,7,0,2,2,1,0,44,Easter teaching break
2019-04-18 17:00:00,2019-04-18,17,178,271,43,83,5,0,5,0,6,3,33,Easter teaching break
2019-04-18 18:00:00,2019-04-18,18,65,331,18,30,5,0,5,0,1,0,6,Easter teaching break
2019-04-18 19:00:00,2019-04-18,19,0,8,0,0,0,0,0,0,0,0,0,Easter teaching break
2019-04-18 20:00:00,2019-04-18,20,0,0,0,0,0,0,0,0,0,0,0,Easter teaching break
2019-04-18 21:00:00,2019-04-18,21,0,0,0,0,0,0,0,0,0,0,0,Easter teaching break
2019-04-18 22:00:00,2019-04-18,22,0,0,0,0,0,0,0,0,0,0,0,Easter teaching break
2019-04-18 23:00:00,2019-04-18,23,0,0,0,0,0,0,0,0,0,0,0,Easter teaching break
2019-04-19 00:00:00,2019-04-19,00,0,0,0,0,0,0,0,0,0,0,0,Easter teaching break
2019-04-19 01:00:00,2019-04-19,01,0,0,0,0,0,0,0,0,0,0,0,Easter teaching break
2019-04-19 02:00:00,2019-04-19,02,0,87,0,0,0,0,0,0,0,0,0,Easter teaching break
2019-04-19 03:00:00,2019-04-19,03,0,0,0,0,0,0,0,0,0,0,0,Easter teaching break
2019-04-19 04:00:00,2019-04-19,04,0,0,0,0,0,0,0,0,0,0,0,Easter teaching break
2019-04-19 05:00:00,2019-04-19,05,0,0,0,0,0,0,0,0,0,0,0,Easter teaching break
2019-04-19 06:00:00,2019-04-19,06,0,0,0,0,0,0,0,0,0,0,0,Easter teaching break
2019-04-19 07:00:00,2019-04-19,07,0,0,0,0,0,0,0,0,0,0,0,Easter teaching break
2019-04-19 08:00:00,2019-04-19,08,1,0,0,0,0,0,1,0,0,0,0,Easter teaching break
2019-04-19 09:00:00,2019-04-19,09,0,1,0,0,0,0,0,0,0,0,0,Easter teaching break
2019-04-19 10:00:00,2019-04-19,10,0,0,0,0,0,0,0,0,0,0,0,Easter teaching break
2019-04-19 11:00:00,2019-04-19,11,0,0,0,0,0,0,0,0,0,0,0,Easter teaching break
2019-04-19 12:00:00,2019-04-19,12,0,0,0,0,0,0,0,0,0,0,0,Easter teaching break
2019-04-19 13:00:00,2019-04-19,13,0,0,0,0,0,0,0,0,0,0,0,Easter teaching break
2019-04-19 14:00:00,2019-04-19,14,0,0,0,0,0,0,0,0,0,0,0,Easter teaching break
2019-04-19 15:00:00,2019-04-19,15,0,0,0,0,0,0,0,0,0,0,0,Easter teaching break
2019-04-19 16:00:00,2019-04-19,16,0,0,0,0,0,0,0,0,0,0,0,Easter teaching break
2019-04-19 17:00:00,2019-04-19,17,0,0,0,0,0,0,0,0,0,0,0,Easter teaching break
2019-04-19 18:00:00,2019-04-19,18,0,0,0,0,0,0,0,0,0,0,0,Easter teaching break
2019-04-19 19:00:00,2019-04-19,19,0,0,0,0,0,0,0,0,0,0,0,Easter teaching break
2019-04-19 20:00:00,2019-04-19,20,0,0,0,0,0,0,0,0,0,0,0,Easter teaching break
