,Date,IN,Brighton Business School,Brighton and Sussex Medical School,IDS,Institute of Development Studies,International School - non deg,Library,Partner Colleges,Psychology,School of Applied Social Science,School of Architecture & Design,School of Art,School of Business and Management,School of Computing,School of Education and Social,School of Engineering and Informative,School of English,School of Environment and Technology,School of Global Studies,School of Health Sciences,School of History,School of History and Art History,School of Humanities,School of Law,"School of Law, Politics and Social",School of Life Sciences,School of Mathematical and Physics,"School of Media, Film and Music",School of Pharmacy and Bio Sci,School of Psychology,School of Sport and Service Management,Undergraduate,University of Brighton,other_school,Term_dates
356,2018-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Christmas vacation 2
357,2018-12-27,740.0,0.0,4.0,46.0,0.0,0.0,0.0,5.0,18.0,0.0,0.0,0.0,126.0,1.0,21.0,41.0,18.0,2.0,98.0,0.0,2.0,26.0,2.0,2.0,36.0,29.0,9.0,27.0,16.0,0.0,0.0,0.0,0.0,211.0,Christmas vacation 2
358,2018-12-28,875.0,4.0,2.0,28.0,0.0,0.0,0.0,1.0,24.0,1.0,0.0,0.0,113.0,7.0,32.0,29.0,30.0,4.0,128.0,0.0,0.0,35.0,1.0,1.0,84.0,47.0,17.0,57.0,24.0,0.0,0.0,0.0,0.0,206.0,Christmas vacation 2
359,2018-12-29,822.0,5.0,7.0,26.0,0.0,0.0,0.0,5.0,23.0,0.0,1.0,0.0,119.0,3.0,19.0,34.0,32.0,2.0,163.0,4.0,3.0,35.0,0.0,0.0,46.0,17.0,13.0,50.0,10.0,0.0,0.0,0.0,0.0,205.0,Christmas vacation 2
360,2018-12-30,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Christmas vacation 2
361,2018-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Christmas vacation 2
362,2019-01-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christmas vacation 1
363,2019-01-02,2363.0,4.0,11.0,87.0,0.0,0.0,1.0,8.0,115.0,4.0,1.0,0.0,324.0,3.0,86.0,71.0,108.0,20.0,328.0,0.0,0.0,113.0,8.0,0.0,224.0,141.0,102.0,155.0,32.0,0.0,0.0,0.0,2.0,415.0,Christmas vacation 1
364,2019-01-03,2925.0,6.0,12.0,64.0,0.0,0.0,0.0,12.0,148.0,5.0,1.0,0.0,460.0,0.0,119.0,108.0,149.0,4.0,463.0,0.0,1.0,133.0,7.0,1.0,270.0,203.0,83.0,219.0,33.0,3.0,0.0,0.0,0.0,421.0,Christmas vacation 1
365,2019-01-04,2818.0,13.0,7.0,62.0,0.0,0.0,0.0,7.0,177.0,9.0,2.0,0.0,445.0,6.0,119.0,93.0,139.0,7.0,349.0,0.0,0.0,144.0,3.0,6.0,282.0,217.0,107.0,161.0,55.0,5.0,0.0,0.0,0.0,403.0,Christmas vacation 1
366,2019-01-05,2808.0,22.0,26.0,67.0,0.0,0.0,0.0,5.0,173.0,14.0,3.0,1.0,470.0,25.0,67.0,80.0,130.0,24.0,428.0,0.0,0.0,160.0,12.0,4.0,255.0,191.0,83.0,132.0,134.0,0.0,6.0,0.0,8.0,288.0,Christmas vacation 1
367,2019-01-06,3163.0,51.0,19.0,63.0,0.0,0.0,1.0,2.0,184.0,22.0,5.0,0.0,554.0,20.0,59.0,85.0,130.0,44.0,472.0,1.0,3.0,162.0,5.0,7.0,326.0,207.0,135.0,184.0,117.0,5.0,3.0,0.0,17.0,280.0,Christmas vacation 1
368,2019-01-07,4912.0,12.0,42.0,67.0,0.0,0.0,0.0,8.0,322.0,1.0,0.0,0.0,997.0,5.0,139.0,147.0,237.0,0.0,701.0,1.0,9.0,305.0,15.0,5.0,516.0,463.0,238.0,326.0,13.0,4.0,6.0,0.0,0.0,333.0,Private study 1
369,2019-01-08,5981.0,3.0,22.0,97.0,0.0,0.0,0.0,3.0,368.0,16.0,0.0,0.0,1272.0,4.0,144.0,219.0,286.0,11.0,838.0,0.0,9.0,422.0,21.0,9.0,584.0,604.0,250.0,421.0,13.0,0.0,1.0,0.0,0.0,364.0,Private study 1
370,2019-01-09,6420.0,8.0,49.0,79.0,0.0,0.0,0.0,13.0,463.0,4.0,0.0,2.0,1291.0,7.0,150.0,297.0,295.0,0.0,848.0,0.0,5.0,399.0,21.0,5.0,682.0,657.0,361.0,474.0,2.0,0.0,1.0,3.0,0.0,304.0,Private study 1
371,2019-01-10,5895.0,1.0,39.0,103.0,0.0,0.0,0.0,3.0,409.0,6.0,0.0,0.0,1450.0,5.0,153.0,320.0,209.0,1.0,639.0,0.0,5.0,397.0,26.0,10.0,510.0,628.0,363.0,347.0,2.0,0.0,0.0,0.0,4.0,265.0,Mid-year assessment
372,2019-01-11,5097.0,3.0,65.0,99.0,0.0,0.0,0.0,1.0,396.0,10.0,3.0,0.0,1246.0,1.0,116.0,274.0,168.0,0.0,466.0,5.0,0.0,359.0,10.0,6.0,476.0,642.0,292.0,241.0,4.0,2.0,0.0,0.0,2.0,210.0,Mid-year assessment
373,2019-01-12,4219.0,7.0,7.0,93.0,0.0,0.0,0.0,3.0,357.0,4.0,0.0,0.0,1199.0,2.0,65.0,206.0,124.0,5.0,374.0,0.0,4.0,294.0,6.0,6.0,416.0,525.0,286.0,91.0,7.0,2.0,0.0,2.0,0.0,134.0,Mid-year assessment
374,2019-01-13,5481.0,5.0,34.0,116.0,0.0,2.0,1.0,2.0,394.0,20.0,0.0,0.0,1548.0,4.0,34.0,317.0,241.0,0.0,471.0,0.0,6.0,435.0,2.0,1.0,545.0,627.0,350.0,119.0,11.0,0.0,0.0,0.0,0.0,196.0,Mid-year assessment
375,2019-01-14,7095.0,15.0,64.0,59.0,0.0,0.0,1.0,9.0,620.0,15.0,0.0,0.0,2026.0,4.0,49.0,386.0,340.0,0.0,553.0,0.0,9.0,559.0,13.0,12.0,686.0,821.0,391.0,184.0,8.0,0.0,0.0,0.0,0.0,271.0,Mid-year assessment
376,2019-01-15,6426.0,0.0,41.0,57.0,0.0,0.0,2.0,8.0,502.0,20.0,1.0,0.0,1907.0,0.0,60.0,338.0,264.0,0.0,415.0,0.0,6.0,515.0,9.0,3.0,625.0,812.0,348.0,164.0,9.0,0.0,0.0,0.0,0.0,320.0,Mid-year assessment
377,2019-01-16,5822.0,14.0,32.0,81.0,0.0,5.0,0.0,11.0,561.0,15.0,0.0,0.0,1901.0,1.0,33.0,341.0,271.0,0.0,408.0,0.0,7.0,417.0,2.0,3.0,384.0,583.0,258.0,197.0,6.0,0.0,0.0,0.0,0.0,291.0,Mid-year assessment
378,2019-01-17,5493.0,5.0,63.0,79.0,0.0,0.0,0.0,10.0,627.0,12.0,0.0,0.0,1762.0,1.0,66.0,369.0,287.0,0.0,319.0,1.0,3.0,346.0,4.0,3.0,408.0,526.0,179.0,180.0,5.0,0.0,0.0,0.0,0.0,238.0,Mid-year assessment
379,2019-01-18,5052.0,4.0,69.0,90.0,0.0,7.0,0.0,9.0,426.0,1.0,2.0,0.0,1885.0,11.0,89.0,275.0,237.0,0.0,266.0,2.0,1.0,264.0,5.0,1.0,354.0,545.0,227.0,107.0,4.0,2.0,0.0,1.0,0.0,168.0,Mid-year assessment
380,2019-01-19,3682.0,15.0,20.0,104.0,0.0,0.0,0.0,3.0,466.0,0.0,0.0,0.0,1403.0,4.0,15.0,133.0,162.0,1.0,191.0,0.0,5.0,124.0,0.0,2.0,254.0,392.0,197.0,45.0,9.0,2.0,0.0,0.0,0.0,135.0,Mid-year assessment
381,2019-01-20,4137.0,13.0,65.0,105.0,0.0,0.0,1.0,8.0,515.0,7.0,0.0,4.0,1481.0,7.0,19.0,158.0,173.0,3.0,156.0,0.0,0.0,168.0,2.0,5.0,278.0,515.0,224.0,54.0,9.0,0.0,0.0,0.0,0.0,167.0,Mid-year assessment
382,2019-01-21,4519.0,5.0,69.0,43.0,1.0,3.0,0.0,60.0,490.0,12.0,0.0,0.0,1556.0,3.0,39.0,182.0,131.0,0.0,176.0,1.0,1.0,196.0,8.0,6.0,385.0,580.0,249.0,91.0,16.0,1.0,0.0,0.0,0.0,215.0,Mid-year assessment
383,2019-01-22,3584.0,1.0,28.0,12.0,0.0,2.0,0.0,41.0,371.0,2.0,1.0,0.0,1156.0,5.0,41.0,168.0,59.0,0.0,150.0,1.0,0.0,135.0,2.0,4.0,314.0,559.0,266.0,117.0,0.0,0.0,0.0,0.0,0.0,149.0,Mid-year assessment
384,2019-01-23,2973.0,5.0,41.0,22.0,0.0,6.0,1.0,67.0,336.0,2.0,0.0,0.0,699.0,5.0,41.0,157.0,50.0,0.0,140.0,0.0,1.0,111.0,14.0,2.0,273.0,511.0,210.0,96.0,5.0,0.0,0.0,0.0,0.0,178.0,Winter graduation
385,2019-01-24,2023.0,6.0,33.0,16.0,0.0,2.0,1.0,55.0,210.0,4.0,0.0,0.0,347.0,1.0,43.0,107.0,63.0,1.0,133.0,2.0,0.0,86.0,0.0,0.0,157.0,384.0,175.0,64.0,5.0,0.0,0.0,0.0,0.0,128.0,Winter graduation
386,2019-01-25,1158.0,0.0,43.0,8.0,0.0,1.0,0.0,45.0,140.0,0.0,0.0,0.0,116.0,0.0,70.0,55.0,54.0,0.0,86.0,0.0,0.0,32.0,2.0,1.0,94.0,150.0,70.0,40.0,0.0,0.0,0.0,0.0,0.0,151.0,Winter graduation
387,2019-01-26,424.0,2.0,29.0,7.0,0.0,0.0,0.0,13.0,14.0,0.0,0.0,0.0,41.0,0.0,24.0,19.0,39.0,0.0,40.0,0.0,0.0,6.0,1.0,1.0,37.0,52.0,15.0,6.0,8.0,0.0,0.0,0.0,0.0,70.0,Inter-session week
388,2019-01-27,503.0,2.0,32.0,8.0,0.0,0.0,1.0,65.0,18.0,0.0,0.0,0.0,44.0,2.0,9.0,33.0,18.0,0.0,38.0,0.0,0.0,12.0,2.0,0.0,29.0,45.0,10.0,13.0,16.0,0.0,0.0,0.0,0.0,106.0,Inter-session week
389,2019-01-28,1220.0,4.0,52.0,30.0,0.0,0.0,1.0,117.0,59.0,0.0,0.0,0.0,65.0,0.0,37.0,71.0,86.0,0.0,123.0,0.0,0.0,78.0,6.0,0.0,108.0,134.0,18.0,55.0,3.0,0.0,0.0,0.0,0.0,173.0,Inter-session week
390,2019-01-29,1087.0,2.0,17.0,36.0,0.0,1.0,2.0,95.0,45.0,1.0,0.0,0.0,89.0,0.0,19.0,73.0,64.0,0.0,123.0,1.0,0.0,67.0,2.0,3.0,101.0,115.0,35.0,43.0,0.0,0.0,0.0,0.0,0.0,153.0,Inter-session week
391,2019-01-30,1141.0,0.0,56.0,54.0,0.0,4.0,0.0,64.0,40.0,2.0,1.0,0.0,92.0,0.0,24.0,62.0,63.0,0.0,123.0,0.0,0.0,52.0,2.0,1.0,93.0,176.0,27.0,45.0,0.0,0.0,0.0,0.0,0.0,160.0,Inter-session week
392,2019-01-31,1101.0,1.0,42.0,24.0,0.0,1.0,0.0,99.0,66.0,0.0,0.0,0.0,47.0,0.0,27.0,65.0,45.0,0.0,140.0,3.0,1.0,58.0,1.0,0.0,85.0,148.0,33.0,65.0,4.0,1.0,0.0,0.0,0.0,145.0,Inter-session week
393,2019-02-01,857.0,0.0,32.0,30.0,0.0,0.0,1.0,53.0,34.0,0.0,0.0,0.0,61.0,0.0,45.0,31.0,59.0,0.0,110.0,0.0,0.0,39.0,0.0,0.0,53.0,128.0,30.0,55.0,0.0,0.0,0.0,0.0,0.0,96.0,Inter-session week
394,2019-02-02,530.0,1.0,25.0,11.0,0.0,2.0,0.0,17.0,18.0,0.0,0.0,0.0,24.0,0.0,18.0,11.0,32.0,0.0,71.0,0.0,0.0,17.0,0.0,0.0,53.0,108.0,8.0,20.0,8.0,0.0,0.0,0.0,0.0,86.0,Inter-session week
395,2019-02-03,628.0,0.0,21.0,14.0,0.0,0.0,1.0,50.0,27.0,0.0,0.0,0.0,33.0,0.0,20.0,16.0,38.0,0.0,66.0,0.0,0.0,27.0,0.0,1.0,73.0,104.0,12.0,13.0,9.0,0.0,0.0,0.0,0.0,103.0,Inter-session week
396,2019-02-04,3940.0,0.0,68.0,35.0,0.0,2.0,1.0,48.0,198.0,0.0,0.0,0.0,673.0,2.0,71.0,108.0,362.0,0.0,565.0,0.0,1.0,364.0,0.0,6.0,561.0,452.0,77.0,173.0,0.0,0.0,0.0,1.0,0.0,172.0,Spring term
397,2019-02-05,4638.0,2.0,62.0,43.0,0.0,4.0,2.0,74.0,294.0,3.0,0.0,2.0,763.0,2.0,69.0,134.0,335.0,0.0,686.0,1.0,1.0,413.0,7.0,10.0,585.0,564.0,135.0,230.0,8.0,6.0,0.0,3.0,0.0,200.0,Spring term
398,2019-02-06,3100.0,0.0,52.0,57.0,0.0,0.0,1.0,91.0,176.0,0.0,0.0,0.0,501.0,1.0,61.0,87.0,190.0,0.0,450.0,0.0,1.0,245.0,6.0,4.0,365.0,321.0,126.0,194.0,0.0,0.0,0.0,0.0,0.0,171.0,Spring term
399,2019-02-07,4275.0,0.0,33.0,55.0,1.0,0.0,0.0,117.0,250.0,1.0,0.0,0.0,796.0,0.0,70.0,144.0,262.0,0.0,623.0,0.0,2.0,369.0,3.0,4.0,492.0,518.0,152.0,197.0,1.0,1.0,0.0,0.0,0.0,184.0,Spring term
400,2019-02-08,3118.0,4.0,32.0,28.0,0.0,0.0,1.0,84.0,198.0,4.0,0.0,0.0,397.0,2.0,112.0,122.0,188.0,0.0,465.0,0.0,2.0,225.0,3.0,6.0,364.0,426.0,129.0,175.0,7.0,0.0,0.0,0.0,0.0,144.0,Spring term
401,2019-02-09,813.0,5.0,7.0,23.0,0.0,0.0,0.0,59.0,36.0,0.0,0.0,0.0,113.0,5.0,29.0,29.0,43.0,0.0,107.0,0.0,0.0,34.0,2.0,1.0,65.0,100.0,22.0,36.0,5.0,0.0,0.0,0.0,0.0,92.0,Spring term
402,2019-02-10,1005.0,0.0,18.0,17.0,0.0,2.0,0.0,54.0,57.0,2.0,0.0,0.0,135.0,5.0,34.0,38.0,46.0,0.0,133.0,0.0,0.0,52.0,4.0,0.0,115.0,105.0,51.0,48.0,6.0,0.0,0.0,0.0,0.0,83.0,Spring term
403,2019-02-11,5429.0,5.0,55.0,70.0,0.0,0.0,1.0,167.0,340.0,1.0,0.0,0.0,1188.0,4.0,77.0,162.0,329.0,0.0,713.0,0.0,7.0,448.0,5.0,8.0,677.0,512.0,168.0,267.0,2.0,1.0,0.0,1.0,0.0,221.0,Spring term
404,2019-02-12,6176.0,0.0,40.0,85.0,0.0,0.0,0.0,83.0,390.0,1.0,0.0,0.0,1331.0,5.0,81.0,200.0,411.0,0.0,815.0,1.0,10.0,477.0,0.0,4.0,728.0,737.0,183.0,314.0,0.0,2.0,0.0,1.0,0.0,277.0,Spring term
405,2019-02-13,3997.0,1.0,71.0,47.0,0.0,5.0,3.0,128.0,278.0,0.0,7.0,3.0,677.0,3.0,85.0,100.0,258.0,0.0,567.0,2.0,8.0,276.0,0.0,4.0,494.0,424.0,170.0,194.0,7.0,3.0,0.0,0.0,0.0,182.0,Spring term
406,2019-02-14,4117.0,1.0,32.0,45.0,0.0,1.0,2.0,117.0,285.0,2.0,2.0,0.0,850.0,1.0,57.0,113.0,285.0,0.0,538.0,0.0,8.0,314.0,2.0,4.0,472.0,447.0,159.0,214.0,0.0,4.0,0.0,0.0,0.0,162.0,Spring term
407,2019-02-15,3263.0,1.0,48.0,47.0,0.0,0.0,1.0,92.0,241.0,0.0,0.0,0.0,630.0,0.0,104.0,106.0,145.0,0.0,448.0,0.0,5.0,223.0,2.0,5.0,268.0,422.0,170.0,165.0,2.0,2.0,0.0,0.0,0.0,136.0,Spring term
408,2019-02-16,1078.0,3.0,39.0,17.0,0.0,6.0,0.0,57.0,87.0,0.0,0.0,0.0,140.0,2.0,13.0,32.0,44.0,0.0,128.0,0.0,0.0,33.0,0.0,6.0,122.0,117.0,58.0,37.0,0.0,0.0,0.0,0.0,0.0,137.0,Spring term
409,2019-02-17,1420.0,0.0,23.0,21.0,0.0,0.0,1.0,64.0,104.0,1.0,0.0,0.0,221.0,1.0,14.0,35.0,72.0,1.0,167.0,0.0,0.0,92.0,0.0,0.0,164.0,159.0,81.0,67.0,0.0,0.0,0.0,0.0,0.0,132.0,Spring term
410,2019-02-18,6002.0,11.0,89.0,54.0,0.0,3.0,0.0,157.0,316.0,4.0,2.0,0.0,1239.0,4.0,123.0,163.0,366.0,1.0,744.0,0.0,10.0,455.0,2.0,8.0,773.0,663.0,238.0,324.0,2.0,2.0,0.0,1.0,0.0,248.0,Spring term
411,2019-02-19,5959.0,4.0,60.0,55.0,0.0,7.0,1.0,137.0,404.0,4.0,0.0,0.0,1177.0,3.0,102.0,199.0,378.0,2.0,818.0,0.0,9.0,412.0,0.0,4.0,669.0,697.0,227.0,266.0,8.0,3.0,0.0,4.0,0.0,309.0,Spring term
412,2019-02-20,4599.0,4.0,115.0,48.0,0.0,5.0,2.0,130.0,303.0,5.0,0.0,0.0,829.0,6.0,129.0,106.0,238.0,1.0,590.0,0.0,4.0,272.0,5.0,9.0,511.0,550.0,199.0,281.0,5.0,2.0,0.0,0.0,0.0,250.0,Spring term
413,2019-02-21,4964.0,0.0,37.0,64.0,0.0,0.0,1.0,136.0,314.0,2.0,0.0,0.0,1032.0,0.0,87.0,150.0,284.0,0.0,601.0,3.0,6.0,349.0,4.0,6.0,612.0,573.0,212.0,243.0,5.0,3.0,0.0,0.0,0.0,240.0,Spring term
414,2019-02-22,3533.0,3.0,98.0,29.0,0.0,0.0,0.0,75.0,253.0,2.0,0.0,0.0,716.0,5.0,61.0,134.0,192.0,0.0,389.0,1.0,1.0,242.0,1.0,1.0,364.0,422.0,168.0,150.0,3.0,0.0,0.0,0.0,0.0,223.0,Spring term
415,2019-02-23,1100.0,3.0,45.0,20.0,0.0,0.0,0.0,36.0,77.0,0.0,0.0,0.0,212.0,1.0,41.0,22.0,53.0,1.0,99.0,0.0,2.0,29.0,2.0,4.0,96.0,139.0,56.0,30.0,1.0,0.0,0.0,0.0,0.0,131.0,Spring term
416,2019-02-24,1397.0,6.0,49.0,16.0,0.0,8.0,0.0,67.0,80.0,0.0,0.0,0.0,242.0,5.0,51.0,46.0,67.0,0.0,119.0,0.0,4.0,63.0,0.0,0.0,125.0,181.0,67.0,51.0,8.0,0.0,0.0,0.0,0.0,142.0,Spring term
417,2019-02-25,5604.0,2.0,67.0,52.0,0.0,0.0,0.0,123.0,371.0,5.0,0.0,0.0,1172.0,3.0,122.0,174.0,340.0,1.0,709.0,0.0,9.0,436.0,1.0,13.0,752.0,577.0,208.0,256.0,4.0,0.0,0.0,0.0,0.0,207.0,Spring term
418,2019-02-26,5696.0,2.0,69.0,56.0,0.0,0.0,2.0,108.0,428.0,6.0,0.0,0.0,1234.0,6.0,117.0,162.0,366.0,1.0,739.0,0.0,6.0,382.0,3.0,12.0,693.0,555.0,216.0,273.0,6.0,2.0,0.0,0.0,0.0,252.0,Spring term
419,2019-02-27,4343.0,2.0,89.0,54.0,0.0,0.0,1.0,107.0,299.0,4.0,0.0,0.0,955.0,0.0,112.0,108.0,200.0,1.0,482.0,1.0,6.0,322.0,6.0,1.0,529.0,423.0,193.0,228.0,5.0,0.0,0.0,0.0,0.0,215.0,Spring term
420,2019-02-28,5108.0,3.0,61.0,43.0,0.0,0.0,2.0,138.0,444.0,3.0,0.0,0.0,1042.0,1.0,93.0,148.0,267.0,1.0,622.0,0.0,3.0,384.0,11.0,5.0,644.0,503.0,210.0,265.0,12.0,1.0,0.0,0.0,0.0,202.0,Spring term
421,2019-03-01,3845.0,0.0,122.0,57.0,0.0,0.0,0.0,111.0,336.0,6.0,0.0,0.0,767.0,0.0,176.0,139.0,165.0,0.0,435.0,0.0,3.0,242.0,5.0,10.0,346.0,415.0,168.0,202.0,0.0,0.0,0.0,0.0,0.0,140.0,Spring term
422,2019-03-02,1356.0,3.0,80.0,18.0,0.0,0.0,0.0,107.0,114.0,0.0,0.0,0.0,215.0,0.0,25.0,54.0,52.0,0.0,143.0,0.0,1.0,76.0,0.0,1.0,106.0,123.0,74.0,56.0,2.0,1.0,0.0,0.0,0.0,105.0,Spring term
423,2019-03-03,1763.0,8.0,83.0,43.0,0.0,0.0,0.0,110.0,177.0,0.0,0.0,0.0,314.0,0.0,48.0,49.0,96.0,1.0,125.0,0.0,0.0,112.0,0.0,0.0,160.0,160.0,94.0,63.0,3.0,0.0,0.0,0.0,0.0,117.0,Spring term
424,2019-03-04,7080.0,0.0,88.0,76.0,0.0,1.0,1.0,254.0,474.0,5.0,0.0,0.0,1645.0,0.0,112.0,195.0,391.0,0.0,837.0,1.0,8.0,501.0,2.0,26.0,842.0,716.0,231.0,332.0,9.0,2.0,0.0,0.0,0.0,331.0,Spring term
425,2019-03-05,6723.0,8.0,58.0,73.0,0.0,0.0,1.0,222.0,539.0,2.0,4.0,0.0,1510.0,0.0,93.0,169.0,421.0,0.0,741.0,0.0,6.0,422.0,0.0,3.0,863.0,763.0,183.0,340.0,9.0,1.0,0.0,0.0,0.0,292.0,Spring term
426,2019-03-06,5271.0,1.0,101.0,47.0,1.0,0.0,2.0,241.0,349.0,8.0,1.0,0.0,1172.0,1.0,86.0,132.0,282.0,1.0,626.0,0.0,5.0,309.0,0.0,1.0,582.0,574.0,187.0,284.0,5.0,4.0,0.0,0.0,0.0,269.0,Spring term
427,2019-03-07,5788.0,2.0,142.0,56.0,0.0,2.0,2.0,233.0,411.0,1.0,0.0,0.0,1344.0,2.0,77.0,146.0,331.0,1.0,660.0,0.0,6.0,404.0,2.0,3.0,653.0,597.0,198.0,309.0,1.0,1.0,0.0,0.0,0.0,204.0,Spring term
428,2019-03-08,4352.0,0.0,147.0,46.0,0.0,0.0,1.0,154.0,294.0,4.0,2.0,0.0,923.0,1.0,95.0,138.0,222.0,0.0,494.0,0.0,2.0,259.0,2.0,10.0,457.0,473.0,152.0,264.0,4.0,0.0,0.0,1.0,0.0,207.0,Spring term
429,2019-03-09,1982.0,3.0,106.0,21.0,0.0,0.0,0.0,106.0,111.0,2.0,2.0,0.0,395.0,2.0,24.0,64.0,112.0,0.0,145.0,0.0,0.0,89.0,3.0,0.0,128.0,169.0,74.0,67.0,17.0,0.0,0.0,0.0,0.0,342.0,Spring term
430,2019-03-10,2157.0,0.0,174.0,48.0,0.0,2.0,0.0,157.0,135.0,0.0,0.0,0.0,350.0,0.0,32.0,73.0,102.0,1.0,236.0,2.0,2.0,103.0,0.0,1.0,203.0,206.0,64.0,108.0,18.0,0.0,0.0,0.0,0.0,140.0,Spring term
431,2019-03-11,7066.0,5.0,159.0,58.0,0.0,0.0,0.0,280.0,473.0,1.0,1.0,0.0,1446.0,1.0,116.0,184.0,387.0,0.0,826.0,0.0,3.0,511.0,0.0,18.0,843.0,757.0,191.0,453.0,15.0,3.0,0.0,1.0,0.0,334.0,Spring term
432,2019-03-12,6563.0,10.0,157.0,61.0,1.0,0.0,1.0,233.0,452.0,4.0,0.0,0.0,1333.0,0.0,69.0,176.0,412.0,0.0,862.0,0.0,8.0,435.0,6.0,12.0,731.0,715.0,227.0,357.0,8.0,3.0,0.0,1.0,0.0,289.0,Spring term
433,2019-03-13,5828.0,3.0,89.0,56.0,0.0,0.0,0.0,330.0,411.0,6.0,2.0,0.0,1139.0,3.0,100.0,132.0,383.0,0.0,818.0,0.0,5.0,302.0,0.0,9.0,618.0,571.0,217.0,330.0,5.0,0.0,0.0,0.0,0.0,299.0,Spring term
434,2019-03-14,6028.0,3.0,25.0,51.0,0.0,0.0,1.0,363.0,374.0,3.0,0.0,0.0,1358.0,0.0,73.0,194.0,356.0,0.0,696.0,0.0,5.0,379.0,0.0,1.0,640.0,656.0,230.0,356.0,3.0,3.0,0.0,0.0,0.0,258.0,Spring term
435,2019-03-15,4150.0,2.0,20.0,54.0,0.0,0.0,0.0,173.0,284.0,4.0,0.0,0.0,977.0,0.0,85.0,110.0,230.0,0.0,462.0,2.0,5.0,270.0,7.0,7.0,350.0,505.0,201.0,203.0,12.0,1.0,0.0,0.0,0.0,186.0,Spring term
436,2019-03-16,2036.0,6.0,16.0,25.0,0.0,0.0,0.0,107.0,124.0,0.0,0.0,0.0,429.0,1.0,33.0,44.0,112.0,0.0,196.0,0.0,0.0,102.0,3.0,2.0,167.0,243.0,146.0,90.0,13.0,0.0,0.0,0.0,0.0,177.0,Spring term
437,2019-03-17,2518.0,0.0,13.0,41.0,0.0,0.0,0.0,172.0,150.0,1.0,0.0,0.0,544.0,0.0,21.0,58.0,145.0,0.0,273.0,0.0,0.0,120.0,2.0,2.0,189.0,272.0,159.0,138.0,7.0,0.0,0.0,0.0,0.0,211.0,Spring term
438,2019-03-18,6839.0,2.0,20.0,57.0,0.0,0.0,0.0,201.0,385.0,3.0,0.0,0.0,1584.0,3.0,100.0,157.0,446.0,0.0,813.0,2.0,4.0,445.0,3.0,28.0,816.0,758.0,304.0,407.0,13.0,0.0,0.0,0.0,0.0,288.0,Spring term
439,2019-03-19,7345.0,6.0,18.0,69.0,0.0,0.0,0.0,142.0,558.0,9.0,0.0,0.0,1721.0,4.0,85.0,147.0,525.0,0.0,814.0,0.0,10.0,489.0,0.0,4.0,863.0,823.0,258.0,413.0,20.0,0.0,0.0,0.0,3.0,364.0,Spring term
440,2019-03-20,5861.0,0.0,20.0,68.0,0.0,0.0,0.0,174.0,342.0,3.0,0.0,0.0,1371.0,2.0,97.0,137.0,385.0,0.0,754.0,0.0,5.0,383.0,10.0,6.0,610.0,617.0,271.0,327.0,10.0,0.0,0.0,5.0,0.0,264.0,Spring term
441,2019-03-21,6116.0,11.0,23.0,59.0,0.0,2.0,2.0,151.0,348.0,1.0,0.0,0.0,1402.0,1.0,69.0,156.0,405.0,0.0,694.0,0.0,11.0,488.0,0.0,11.0,697.0,577.0,304.0,382.0,2.0,3.0,1.0,0.0,0.0,316.0,Spring term
442,2019-03-22,4470.0,1.0,15.0,54.0,0.0,0.0,0.0,88.0,326.0,3.0,0.0,0.0,1069.0,0.0,76.0,124.0,283.0,0.0,511.0,0.0,9.0,301.0,10.0,19.0,419.0,483.0,210.0,232.0,2.0,0.0,0.0,0.0,0.0,235.0,Spring term
443,2019-03-23,2190.0,0.0,24.0,18.0,0.0,0.0,0.0,58.0,122.0,2.0,0.0,0.0,501.0,1.0,38.0,48.0,194.0,0.0,158.0,1.0,0.0,141.0,0.0,3.0,192.0,192.0,42.0,156.0,8.0,0.0,0.0,0.0,0.0,291.0,Spring term
444,2019-03-24,2666.0,7.0,20.0,35.0,0.0,0.0,0.0,69.0,193.0,0.0,0.0,0.0,646.0,4.0,44.0,67.0,266.0,0.0,234.0,0.0,1.0,125.0,0.0,6.0,257.0,239.0,47.0,154.0,6.0,0.0,0.0,0.0,0.0,246.0,Spring term
