index,Date,IN,OUT,Postgraduate,Undergraduate,Assistive-Tech,Library-Staff,Staff,Sconul,Default,BN,Other,Term_dates,Pressure_in,Month,Day,Condition,temp_hi,temp_low,day
161.0,2018-06-12,3295.0,3317.0,513.0,2093.0,155.0,1.0,76.0,2.0,98.0,47.0,310.0,Year-end assessment,0,2018_06,12,mostly cloudy,18,11,12
162.0,2018-06-13,3073.0,3121.0,513.0,1839.0,118.0,1.0,86.0,9.0,117.0,5.0,385.0,Year-end assessment,0,2018_06,13,mostly sunny,20,8,13
163.0,2018-06-14,2232.0,2292.0,404.0,1232.0,112.0,1.0,66.0,8.0,118.0,7.0,284.0,Year-end assessment,0,2018_06,14,mostly sunny,23,14,14
164.0,2018-06-15,1102.0,1188.0,299.0,408.0,55.0,4.0,62.0,10.0,109.0,3.0,152.0,Year-end assessment,0,2018_06,15,mostly sunny,22,11,15
165.0,2018-06-16,353.0,394.0,70.0,49.0,10.0,3.0,7.0,2.0,57.0,2.0,153.0,Summer vacation,0,2018_06,16,mostly cloudy,18,13,16
166.0,2018-06-17,353.0,359.0,102.0,34.0,6.0,1.0,14.0,1.0,47.0,0.0,148.0,Summer vacation,0,2018_06,17,mostly cloudy,18,13,17
167.0,2018-06-18,733.0,732.0,312.0,62.0,34.0,1.0,74.0,17.0,69.0,29.0,135.0,Summer vacation,0,2018_06,18,mostly cloudy,24,15,18
168.0,2018-06-19,846.0,838.0,394.0,102.0,24.0,4.0,91.0,3.0,99.0,2.0,127.0,Summer vacation,0,2018_06,19,mostly cloudy,23,16,19
169.0,2018-06-20,828.0,834.0,404.0,95.0,35.0,3.0,109.0,9.0,46.0,8.0,119.0,Summer vacation,0,2018_06,20,mostly cloudy,24,15,20
170.0,2018-06-21,739.0,775.0,390.0,85.0,21.0,3.0,72.0,8.0,5.0,0.0,155.0,Summer vacation,0,2018_06,21,mostly sunny,20,12,21
171.0,2018-06-22,635.0,646.0,338.0,102.0,27.0,4.0,84.0,4.0,23.0,2.0,51.0,Summer vacation,0,2018_06,22,mostly sunny,23,8,22
172.0,2018-06-23,238.0,276.0,106.0,38.0,10.0,3.0,18.0,1.0,8.0,3.0,51.0,Summer vacation,0,2018_06,23,mostly sunny,23,9,23
173.0,2018-06-24,163.0,202.0,67.0,29.0,3.0,3.0,13.0,0.0,3.0,1.0,44.0,Summer vacation,0,2018_06,24,mostly sunny,24,12,24
174.0,2018-06-25,859.0,849.0,413.0,209.0,25.0,7.0,80.0,3.0,16.0,9.0,97.0,Summer vacation,0,2018_06,25,mostly sunny,28,11,25
175.0,2018-06-26,1052.0,1128.0,426.0,356.0,17.0,5.0,108.0,3.0,12.0,5.0,120.0,Summer vacation,0,2018_06,26,mostly sunny,27,12,26
176.0,2018-06-27,1038.0,1052.0,459.0,326.0,22.0,5.0,90.0,7.0,10.0,9.0,110.0,Summer vacation,0,2018_06,27,mostly sunny,25,10,27
177.0,2018-06-28,906.0,951.0,353.0,358.0,14.0,6.0,87.0,7.0,7.0,1.0,73.0,Summer vacation,0,2018_06,28,mostly sunny,27,13,28
178.0,2018-06-29,814.0,867.0,399.0,240.0,17.0,4.0,60.0,7.0,32.0,5.0,50.0,Summer vacation,0,2018_06,29,mostly sunny,27,14,29
179.0,2018-06-30,290.0,323.0,98.0,139.0,4.0,3.0,7.0,4.0,7.0,5.0,23.0,Summer vacation,0,2018_06,30,mostly sunny,27,13,30
180.0,2018-07-01,410.0,483.0,109.0,230.0,12.0,3.0,13.0,1.0,6.0,0.0,36.0,Summer vacation,0,2018_07,1,mostly sunny,29,14,01
181.0,2018-07-02,900.0,891.0,382.0,325.0,25.0,8.0,77.0,5.0,1.0,5.0,72.0,Summer vacation,0,2018_07,2,mostly sunny,28,17,02
182.0,2018-07-03,1025.0,1051.0,411.0,396.0,22.0,6.0,88.0,9.0,22.0,5.0,66.0,Summer vacation,0,2018_07,3,mostly sunny,25,15,03
183.0,2018-07-04,1012.0,1046.0,393.0,388.0,29.0,5.0,77.0,6.0,5.0,0.0,109.0,Summer vacation,0,2018_07,4,mostly sunny,24,14,04
184.0,2018-07-05,985.0,1005.0,407.0,394.0,20.0,5.0,76.0,4.0,14.0,5.0,60.0,Summer vacation,0,2018_07,5,mostly sunny,28,16,05
185.0,2018-07-06,582.0,623.0,290.0,142.0,14.0,5.0,60.0,7.0,2.0,0.0,62.0,Summer vacation,0,2018_07,6,mostly sunny,30,14,06
186.0,2018-07-07,187.0,213.0,80.0,66.0,10.0,3.0,4.0,2.0,1.0,0.0,21.0,Summer vacation,0,2018_07,7,mostly sunny,30,16,07
187.0,2018-07-08,329.0,327.0,98.0,175.0,4.0,3.0,5.0,1.0,4.0,3.0,36.0,Summer vacation,0,2018_07,8,mostly sunny,30,16,08
188.0,2018-07-09,1065.0,1071.0,476.0,356.0,22.0,4.0,82.0,10.0,0.0,14.0,101.0,Summer vacation,0,2018_07,9,mostly sunny,28,14,09
189.0,2018-07-10,1048.0,1064.0,444.0,393.0,29.0,3.0,86.0,0.0,3.0,3.0,87.0,Summer vacation,0,2018_07,10,partly cloudy,22,15,10
190.0,2018-07-11,880.0,1024.0,351.0,301.0,23.0,4.0,99.0,5.0,3.0,4.0,90.0,Summer vacation,0,2018_07,11,mostly cloudy,23,14,11
191.0,2018-07-12,800.0,838.0,325.0,285.0,29.0,3.0,59.0,4.0,3.0,2.0,90.0,Summer vacation,0,2018_07,12,mostly sunny,24,12,12
192.0,2018-07-13,798.0,788.0,415.0,211.0,27.0,1.0,63.0,11.0,2.0,1.0,67.0,Summer vacation,0,2018_07,13,mostly sunny,25,14,13
193.0,2018-07-14,267.0,312.0,106.0,92.0,9.0,2.0,20.0,5.0,5.0,0.0,28.0,Summer vacation,0,2018_07,14,mostly sunny,27,12,14
194.0,2018-07-15,332.0,323.0,101.0,172.0,7.0,3.0,6.0,2.0,0.0,0.0,41.0,Summer vacation,0,2018_07,15,mostly sunny,28,12,15
195.0,2018-07-16,1056.0,1073.0,506.0,330.0,30.0,4.0,74.0,7.0,5.0,7.0,93.0,Summer vacation,0,2018_07,16,mostly sunny,28,13,16
196.0,2018-07-17,1126.0,1165.0,524.0,380.0,20.0,5.0,86.0,4.0,3.0,1.0,103.0,Summer vacation,0,2018_07,17,mostly sunny,23,13,17
197.0,2018-07-18,1178.0,1181.0,519.0,429.0,17.0,6.0,73.0,6.0,1.0,15.0,112.0,Summer vacation,0,2018_07,18,mostly sunny,23,13,18
198.0,2018-07-19,1029.0,1091.0,529.0,300.0,21.0,6.0,68.0,7.0,2.0,4.0,92.0,Summer vacation,0,2018_07,19,mostly sunny,27,11,19
199.0,2018-07-20,852.0,892.0,453.0,218.0,11.0,7.0,78.0,6.0,2.0,6.0,71.0,Summer vacation,0,2018_07,20,mostly sunny,21,17,20
200.0,2018-07-21,363.0,389.0,172.0,128.0,15.0,5.0,4.0,4.0,7.0,0.0,28.0,Summer vacation,0,2018_07,21,mostly sunny,26,14,21
201.0,2018-07-22,481.0,490.0,187.0,223.0,5.0,2.0,2.0,7.0,6.0,6.0,43.0,Summer vacation,0,2018_07,22,mostly sunny,29,14,22
202.0,2018-07-23,1460.0,1458.0,607.0,615.0,27.0,8.0,98.0,3.0,3.0,12.0,87.0,Summer graduation,0,2018_07,23,mostly sunny,29,17,23
203.0,2018-07-24,1309.0,1325.0,578.0,444.0,32.0,9.0,133.0,4.0,3.0,4.0,102.0,Summer graduation,0,2018_07,24,mostly sunny,29,16,24
204.0,2018-07-25,1253.0,1280.0,561.0,398.0,31.0,8.0,134.0,6.0,9.0,6.0,100.0,Summer graduation,0,2018_07,25,mostly sunny,30,15,25
205.0,2018-07-26,1181.0,1234.0,525.0,450.0,25.0,6.0,70.0,15.0,9.0,5.0,76.0,Summer graduation,0,2018_07,26,mostly sunny,33,16,26
206.0,2018-07-27,908.0,938.0,473.0,233.0,37.0,7.0,48.0,9.0,8.0,3.0,90.0,Summer graduation,0,2018_07,27,mostly sunny,31,18,27
207.0,2018-07-28,332.0,361.0,185.0,61.0,9.0,2.0,6.0,8.0,4.0,5.0,52.0,Summer vacation,0,2018_07,28,partly cloudy,21,16,28
208.0,2018-07-29,222.0,226.0,111.0,37.0,11.0,4.0,2.0,3.0,3.0,2.0,49.0,Summer vacation,0,2018_07,29,scattered showers,19,16,29
209.0,2018-07-30,1196.0,1189.0,634.0,350.0,42.0,12.0,42.0,10.0,4.0,9.0,93.0,Summer vacation,0,2018_07,30,mostly cloudy,22,16,30
210.0,2018-07-31,1370.0,1377.0,702.0,374.0,24.0,6.0,102.0,11.0,11.0,11.0,129.0,Summer vacation,0,2018_07,31,partly cloudy,23,15,31
211.0,2018-08-01,1349.0,1574.0,661.0,396.0,38.0,9.0,95.0,10.0,9.0,13.0,118.0,Summer vacation,0,2018_08,1,mostly sunny,25,13,01
212.0,2018-08-02,1261.0,1285.0,586.0,448.0,23.0,5.0,89.0,14.0,5.0,5.0,86.0,Summer vacation,0,2018_08,2,mostly sunny,28,12,02
213.0,2018-08-03,1174.0,1205.0,624.0,305.0,24.0,8.0,64.0,19.0,8.0,14.0,108.0,Summer vacation,0,2018_08,3,mostly sunny,31,16,03
214.0,2018-08-04,267.0,286.0,102.0,128.0,2.0,4.0,2.0,2.0,6.0,0.0,21.0,Summer vacation,0,2018_08,4,mostly sunny,29,18,04
215.0,2018-08-05,524.0,522.0,187.0,259.0,7.0,1.0,4.0,2.0,4.0,9.0,51.0,Summer vacation,0,2018_08,5,mostly sunny,28,15,05
216.0,2018-08-06,1844.0,1880.0,741.0,823.0,23.0,6.0,79.0,4.0,6.0,22.0,140.0,Summer vacation,0,2018_08,6,mostly sunny,30,14,06
217.0,2018-08-07,1816.0,1887.0,716.0,805.0,43.0,8.0,96.0,6.0,10.0,23.0,109.0,Summer vacation,0,2018_08,7,mostly sunny,29,15,07
218.0,2018-08-08,1317.0,1344.0,722.0,332.0,36.0,9.0,70.0,10.0,4.0,21.0,113.0,Summer vacation,0,2018_08,8,mostly sunny,22,14,08
219.0,2018-08-09,1359.0,1365.0,625.0,450.0,37.0,14.0,95.0,8.0,9.0,20.0,101.0,Summer vacation,0,2018_08,9,scattered showers,18,11,09
220.0,2018-08-10,984.0,997.0,603.0,185.0,23.0,5.0,71.0,9.0,1.0,17.0,70.0,Summer vacation,0,2018_08,10,mostly sunny,17,10,10
221.0,2018-08-11,425.0,466.0,269.0,76.0,16.0,3.0,5.0,5.0,3.0,7.0,41.0,Summer vacation,0,2018_08,11,foggy,20,8,11
222.0,2018-08-12,485.0,487.0,254.0,126.0,19.0,6.0,1.0,1.0,1.0,17.0,60.0,Summer vacation,0,2018_08,12,mostly sunny,21,16,12
223.0,2018-08-13,1721.0,1690.0,724.0,679.0,58.0,6.0,108.0,11.0,5.0,32.0,98.0,Summer vacation,0,2018_08,13,mostly sunny,24,15,13
224.0,2018-08-14,1740.0,1746.0,750.0,665.0,77.0,9.0,122.0,9.0,5.0,21.0,82.0,Summer vacation,0,2018_08,14,partly cloudy,25,13,14
225.0,2018-08-15,1538.0,1578.0,706.0,510.0,57.0,4.0,96.0,4.0,10.0,36.0,115.0,Summer vacation,0,2018_08,15,mostly cloudy,22,15,15
226.0,2018-08-16,1372.0,1377.0,671.0,405.0,80.0,9.0,69.0,17.0,16.0,27.0,78.0,Summer vacation,0,2018_08,16,mostly cloudy,19,14,16
227.0,2018-08-17,1140.0,1182.0,675.0,209.0,38.0,5.0,84.0,15.0,6.0,31.0,77.0,Summer vacation,0,2018_08,17,mostly sunny,21,9,17
228.0,2018-08-18,575.0,620.0,353.0,109.0,20.0,4.0,8.0,6.0,2.0,26.0,47.0,Summer vacation,0,2018_08,18,mostly cloudy,21,15,18
229.0,2018-08-19,541.0,541.0,288.0,151.0,24.0,5.0,13.0,2.0,4.0,14.0,40.0,Summer vacation,0,2018_08,19,mostly cloudy,23,17,19
230.0,2018-08-20,1519.0,1487.0,891.0,315.0,60.0,3.0,96.0,9.0,4.0,38.0,103.0,Summer vacation assessment,0,2018_08,20,partly cloudy,24,17,20
231.0,2018-08-21,1318.0,1350.0,703.0,328.0,49.0,5.0,83.0,12.0,0.0,31.0,107.0,Summer vacation assessment,0,2018_08,21,mostly sunny,23,16,21
232.0,2018-08-22,1516.0,1509.0,817.0,385.0,73.0,5.0,83.0,11.0,5.0,37.0,100.0,Summer vacation assessment,0,2018_08,22,foggy,21,15,22
233.0,2018-08-23,1416.0,1465.0,732.0,399.0,63.0,4.0,75.0,9.0,8.0,40.0,86.0,Summer vacation assessment,0,2018_08,23,mostly cloudy,22,15,23
234.0,2018-08-24,1158.0,1184.0,685.0,248.0,69.0,4.0,61.0,8.0,5.0,3.0,75.0,Summer vacation assessment,0,2018_08,24,mostly sunny,18,10,24
235.0,2018-08-25,570.0,606.0,348.0,103.0,25.0,4.0,3.0,3.0,7.0,18.0,59.0,Summer vacation assessment,0,2018_08,25,mostly sunny,19,8,25
236.0,2018-08-26,439.0,423.0,205.0,100.0,35.0,3.0,6.0,1.0,6.0,26.0,57.0,Summer vacation assessment,0,2018_08,26,scattered showers,18,9,26
237.0,2018-08-27,1699.0,1654.0,1009.0,354.0,87.0,2.0,10.0,13.0,12.0,93.0,119.0,Summer vacation assessment,0,2018_08,27,tornado,16,15,27
238.0,2018-08-28,1633.0,1647.0,881.0,427.0,65.0,4.0,79.0,12.0,4.0,49.0,112.0,Summer vacation assessment,0,2018_08,28,mostly sunny,18,13,28
239.0,2018-08-29,1472.0,1556.0,724.0,477.0,52.0,5.0,58.0,16.0,4.0,9.0,127.0,Summer vacation assessment,0,2018_08,29,scattered showers,19,12,29
240.0,2018-08-30,1089.0,1122.0,607.0,263.0,60.0,6.0,61.0,4.0,7.0,6.0,75.0,Summer vacation assessment,0,2018_08,30,mostly sunny,20,11,30
241.0,2018-08-31,888.0,899.0,448.0,215.0,53.0,5.0,68.0,11.0,3.0,23.0,62.0,Summer vacation assessment,0,2018_08,31,mostly sunny,20,9,31
242.0,2018-09-01,447.0,477.0,244.0,105.0,27.0,5.0,9.0,9.0,5.0,11.0,32.0,Summer vacation assessment,0,2018_09,1,mostly sunny,22,9,01
243.0,2018-09-02,572.0,566.0,348.0,124.0,12.0,4.0,4.0,7.0,11.0,6.0,56.0,Summer vacation assessment,0,2018_09,2,mostly sunny,23,8,02
244.0,2018-09-03,1188.0,1165.0,559.0,337.0,66.0,9.0,72.0,7.0,10.0,17.0,111.0,Summer vacation assessment,0,2018_09,3,mostly sunny,23,9,03
245.0,2018-09-04,833.0,914.0,364.0,255.0,42.0,5.0,72.0,4.0,3.0,11.0,77.0,Summer vacation assessment,0,2018_09,4,mostly sunny,20,11,04
246.0,2018-09-05,654.0,659.0,250.0,187.0,21.0,4.0,76.0,3.0,4.0,13.0,96.0,Summer vacation assessment,0,2018_09,5,mostly cloudy,20,14,05
247.0,2018-09-06,731.0,780.0,220.0,217.0,60.0,5.0,88.0,7.0,5.0,2.0,127.0,Summer vacation assessment,0,2018_09,6,mostly sunny,20,12,06
248.0,2018-09-07,522.0,522.0,219.0,90.0,26.0,6.0,81.0,10.0,6.0,1.0,83.0,Summer vacation assessment,0,2018_09,7,mostly sunny,18,8,07
249.0,2018-09-08,105.0,174.0,26.0,22.0,11.0,4.0,11.0,1.0,2.0,3.0,25.0,Summer vacation,0,2018_09,8,mostly sunny,19,9,08
250.0,2018-09-09,134.0,135.0,40.0,30.0,8.0,4.0,8.0,1.0,3.0,4.0,36.0,Summer vacation,0,2018_09,9,mostly sunny,22,14,09
251.0,2018-09-10,607.0,585.0,219.0,166.0,17.0,3.0,98.0,5.0,2.0,0.0,97.0,Summer vacation,0,2018_09,10,mostly sunny,20,13,10
252.0,2018-09-11,579.0,589.0,227.0,128.0,26.0,14.0,72.0,2.0,1.0,4.0,105.0,Summer vacation,0,2018_09,11,mostly cloudy,20,16,11
253.0,2018-09-12,526.0,543.0,215.0,114.0,25.0,5.0,69.0,6.0,2.0,7.0,83.0,Summer vacation,0,2018_09,12,mostly cloudy,18,9,12
254.0,2018-09-13,557.0,582.0,225.0,108.0,18.0,3.0,84.0,12.0,3.0,10.0,94.0,Summer vacation,0,2018_09,13,mostly sunny,20,10,13
255.0,2018-09-14,478.0,517.0,187.0,134.0,15.0,2.0,52.0,9.0,1.0,3.0,75.0,Summer vacation,0,2018_09,14,partly cloudy,18,8,14
256.0,2018-09-15,199.0,175.0,73.0,73.0,1.0,4.0,11.0,3.0,3.0,4.0,27.0,Arrival Weekend,0,2018_09,15,mostly sunny,20,10,15
257.0,2018-09-16,567.0,619.0,76.0,164.0,6.0,3.0,17.0,6.0,18.0,6.0,271.0,Arrival Weekend,0,2018_09,16,mostly sunny,22,11,16
258.0,2018-09-17,1679.0,1717.0,310.0,634.0,41.0,3.0,122.0,5.0,74.0,10.0,480.0,Arrival Weekend,0,2018_09,17,mostly sunny,23,16,17
259.0,2018-09-18,1825.0,1961.0,534.0,737.0,69.0,3.0,79.0,12.0,171.0,13.0,207.0,Autumn term,0,2018_09,18,mostly cloudy,21,17,18
260.0,2018-09-19,2163.0,2248.0,575.0,865.0,65.0,5.0,99.0,10.0,236.0,11.0,297.0,Autumn term,0,2018_09,19,scattered showers,20,17,19
261.0,2018-09-20,2365.0,2492.0,949.0,821.0,66.0,6.0,97.0,9.0,211.0,14.0,192.0,Autumn term,0,2018_09,20,mostly cloudy,20,17,20
262.0,2018-09-21,1822.0,2003.0,762.0,627.0,56.0,4.0,76.0,6.0,142.0,11.0,138.0,Autumn term,0,2018_09,21,mostly sunny,18,10,21
263.0,2018-09-22,596.0,691.0,204.0,264.0,20.0,5.0,13.0,9.0,34.0,1.0,46.0,Autumn term,0,2018_09,22,scattered showers,14,11,22
264.0,2018-09-23,865.0,879.0,246.0,452.0,24.0,2.0,14.0,7.0,61.0,2.0,57.0,Autumn term,0,2018_09,23,scattered showers,14,8,23
265.0,2018-09-24,6278.0,6510.0,1462.0,3831.0,263.0,4.0,118.0,10.0,247.0,27.0,316.0,Autumn term,0,2018_09,24,mostly sunny,15,4,24
266.0,2018-09-25,6024.0,6126.0,1435.0,3790.0,226.0,2.0,96.0,7.0,243.0,10.0,215.0,Autumn term,0,2018_09,25,mostly sunny,16,2,25
267.0,2018-09-26,4112.0,4201.0,1222.0,2277.0,146.0,5.0,99.0,10.0,181.0,3.0,169.0,Autumn term,0,2018_09,26,mostly sunny,21,4,26
268.0,2018-09-27,5514.0,5583.0,1260.0,3552.0,247.0,3.0,77.0,6.0,193.0,16.0,160.0,Autumn term,0,2018_09,27,mostly sunny,22,4,27
269.0,2018-09-28,4625.0,4727.0,1194.0,2801.0,204.0,4.0,53.0,7.0,190.0,13.0,159.0,Autumn term,0,2018_09,28,mostly sunny,17,7,28
270.0,2018-09-29,663.0,901.0,225.0,319.0,21.0,2.0,4.0,4.0,42.0,0.0,46.0,Autumn term,0,2018_09,29,mostly sunny,17,3,29
271.0,2018-09-30,1380.0,1421.0,371.0,739.0,52.0,2.0,4.0,11.0,108.0,5.0,88.0,Autumn term,0,2018_09,30,partly cloudy,15,3,30
272.0,2018-10-01,7070.0,7309.0,1572.0,4592.0,271.0,3.0,81.0,0.0,256.0,2.0,293.0,Autumn term,0,2018_10,1,mostly sunny,15,7,01
273.0,2018-10-02,6303.0,6863.0,1482.0,3940.0,338.0,2.0,103.0,11.0,188.0,13.0,226.0,Autumn term,0,2018_10,2,mostly cloudy,20,10,02
274.0,2018-10-03,4742.0,4968.0,1402.0,2576.0,179.0,0.0,90.0,13.0,292.0,13.0,177.0,Autumn term,0,2018_10,3,mostly sunny,19,11,03
275.0,2018-10-04,6241.0,6343.0,1416.0,3962.0,306.0,1.0,99.0,17.0,233.0,6.0,201.0,Autumn term,0,2018_10,4,foggy,16,7,04
276.0,2018-10-05,4821.0,5019.0,1220.0,2967.0,232.0,1.0,84.0,15.0,106.0,4.0,192.0,Autumn term,0,2018_10,5,foggy,21,8,05
277.0,2018-10-06,830.0,980.0,239.0,462.0,27.0,5.0,8.0,2.0,25.0,1.0,61.0,Autumn term,0,2018_10,6,foggy,12,9,06
278.0,2018-10-07,1541.0,1530.0,335.0,997.0,75.0,0.0,4.0,4.0,46.0,10.0,70.0,Autumn term,0,2018_10,7,mostly sunny,14,5,07
279.0,2018-10-08,7146.0,7326.0,1687.0,4665.0,301.0,4.0,93.0,9.0,117.0,53.0,217.0,Autumn term,0,2018_10,8,mostly sunny,15,5,08
280.0,2018-10-09,6961.0,7260.0,1648.0,4451.0,351.0,1.0,104.0,14.0,110.0,21.0,261.0,Autumn term,0,2018_10,9,mostly sunny,19,7,09
281.0,2018-10-10,5118.0,6246.0,1468.0,3074.0,181.0,2.0,101.0,14.0,106.0,13.0,159.0,Autumn term,0,2018_10,10,mostly sunny,23,8,10
282.0,2018-10-11,6155.0,6340.0,1472.0,3996.0,306.0,2.0,81.0,14.0,112.0,8.0,164.0,Autumn term,0,2018_10,11,partly cloudy,21,14,11
283.0,2018-10-12,4763.0,4978.0,1199.0,3000.0,202.0,2.0,84.0,14.0,109.0,14.0,139.0,Autumn term,0,2018_10,12,mostly sunny,21,14,12
284.0,2018-10-13,1184.0,1295.0,313.0,664.0,33.0,3.0,10.0,1.0,42.0,9.0,109.0,Autumn term,0,2018_10,13,mostly sunny,22,19,13
285.0,2018-10-14,1806.0,1833.0,402.0,1145.0,95.0,2.0,19.0,2.0,43.0,11.0,87.0,Autumn term,0,2018_10,14,scattered showers,19,10,14
286.0,2018-10-15,7348.0,7540.0,1548.0,4946.0,324.0,1.0,100.0,15.0,175.0,24.0,215.0,Autumn term,0,2018_10,15,foggy,16,11,15
287.0,2018-10-16,7567.0,7788.0,1664.0,5057.0,375.0,1.0,87.0,10.0,111.0,11.0,251.0,Autumn term,0,2018_10,16,foggy,20,13,16
288.0,2018-10-17,4653.0,4473.0,1210.0,2867.0,230.0,4.0,83.0,8.0,94.0,10.0,147.0,Autumn term,0,2018_10,17,mostly cloudy,15,8,17
289.0,2018-10-18,6376.0,7003.0,1348.0,4316.0,339.0,1.0,88.0,9.0,103.0,18.0,154.0,Autumn term,0,2018_10,18,partly cloudy,16,8,18
290.0,2018-10-19,4915.0,5082.0,1227.0,3066.0,287.0,3.0,81.0,8.0,113.0,5.0,125.0,Autumn term,0,2018_10,19,mostly sunny,15,5,19
291.0,2018-10-20,1441.0,1596.0,382.0,853.0,61.0,2.0,19.0,13.0,36.0,2.0,73.0,Autumn term,0,2018_10,20,mostly sunny,17,3,20
292.0,2018-10-21,1908.0,1906.0,389.0,1220.0,99.0,0.0,20.0,3.0,62.0,9.0,106.0,Autumn term,0,2018_10,21,foggy,19,6,21
293.0,2018-10-22,7125.0,7211.0,1600.0,4714.0,330.0,4.0,87.0,19.0,81.0,56.0,234.0,Autumn term,0,2018_10,22,mostly sunny,13,4,22
294.0,2018-10-23,7332.0,7594.0,1574.0,4888.0,364.0,6.0,89.0,17.0,113.0,29.0,252.0,Autumn term,0,2018_10,23,mostly sunny,16,4,23
295.0,2018-10-24,5901.0,6076.0,1415.0,3693.0,297.0,4.0,98.0,7.0,126.0,19.0,242.0,Autumn term,0,2018_10,24,mostly sunny,18,7,24
296.0,2018-10-25,6588.0,6675.0,1462.0,4349.0,367.0,4.0,75.0,9.0,98.0,19.0,205.0,Autumn term,0,2018_10,25,mostly cloudy,13,3,25
297.0,2018-10-26,4308.0,4495.0,1067.0,2721.0,227.0,5.0,72.0,5.0,72.0,8.0,131.0,Autumn term,0,2018_10,26,cloudy,11,5,26
298.0,2018-10-27,1343.0,1436.0,389.0,728.0,53.0,4.0,13.0,6.0,50.0,6.0,94.0,Autumn term,0,2018_10,27,mostly sunny,8,2,27
299.0,2018-10-28,1739.0,1747.0,438.0,1043.0,89.0,1.0,15.0,1.0,40.0,21.0,91.0,Autumn term,0,2018_10,28,scattered showers,10,4,28
300.0,2018-10-29,6449.0,6436.0,1360.0,4298.0,331.0,3.0,88.0,9.0,104.0,45.0,211.0,Autumn term,0,2018_10,29,mostly sunny,9,2,29
301.0,2018-10-30,6619.0,6657.0,1472.0,4361.0,366.0,4.0,79.0,11.0,96.0,17.0,213.0,Autumn term,0,2018_10,30,mostly cloudy,9,4,30
302.0,2018-10-31,4622.0,4738.0,1127.0,2919.0,223.0,3.0,83.0,14.0,84.0,18.0,151.0,Autumn term,0,2018_10,31,mostly sunny,12,-1,31
303.0,2018-11-01,4651.0,4665.0,1216.0,2916.0,230.0,1.0,62.0,14.0,66.0,39.0,107.0,Autumn term,0,2018_11,1,scattered showers,12,3,01
304.0,2018-11-02,4994.0,5091.0,1174.0,3144.0,303.0,5.0,92.0,8.0,107.0,13.0,148.0,Autumn term,0,2018_11,2,mostly sunny,11,0,02
305.0,2018-11-03,2219.0,2308.0,501.0,1365.0,123.0,4.0,22.0,8.0,75.0,11.0,110.0,Autumn term,0,2018_11,3,mostly sunny,13,0,03
306.0,2018-11-04,2877.0,2876.0,599.0,1838.0,169.0,0.0,26.0,6.0,78.0,37.0,124.0,Autumn term,0,2018_11,4,mostly sunny,13,6,04
307.0,2018-11-05,7492.0,7653.0,1382.0,5179.0,427.0,0.0,102.0,12.0,98.0,55.0,237.0,Autumn term,0,2018_11,5,foggy,15,6,05
308.0,2018-11-06,8181.0,8783.0,1310.0,5787.0,520.0,2.0,126.0,11.0,161.0,27.0,237.0,Autumn term,0,2018_11,6,foggy,15,6,06
309.0,2018-11-07,7003.0,7233.0,1327.0,4782.0,397.0,5.0,83.0,7.0,143.0,43.0,216.0,Autumn term,0,2018_11,7,scattered showers,14,9,07
310.0,2018-11-08,7931.0,8342.0,1329.0,5632.0,421.0,2.0,95.0,7.0,111.0,24.0,310.0,Autumn term,0,2018_11,8,mostly sunny,13,2,08
311.0,2018-11-09,5881.0,6117.0,1249.0,3909.0,345.0,3.0,86.0,11.0,107.0,22.0,149.0,Autumn term,0,2018_11,9,foggy,13,5,09
312.0,2018-11-10,2405.0,2527.0,492.0,1575.0,118.0,3.0,10.0,6.0,80.0,11.0,110.0,Autumn term,0,2018_11,10,rain,14,9,10
313.0,2018-11-11,2901.0,2863.0,563.0,1950.0,177.0,1.0,4.0,7.0,90.0,24.0,85.0,Autumn term,0,2018_11,11,scattered showers,13,9,11
314.0,2018-11-12,8525.0,8556.0,1639.0,5828.0,500.0,6.0,98.0,3.0,95.0,44.0,312.0,Autumn term,0,2018_11,12,partly cloudy,14,10,12
315.0,2018-11-13,7083.0,7725.0,1334.0,4869.0,371.0,5.0,73.0,15.0,120.0,30.0,266.0,Autumn term,0,2018_11,13,mostly sunny,13,8,13
316.0,2018-11-14,7077.0,7147.0,1485.0,4759.0,347.0,3.0,72.0,6.0,202.0,41.0,162.0,Autumn term,0,2018_11,14,mostly sunny,14,7,14
317.0,2018-11-15,6993.0,7187.0,1389.0,4779.0,389.0,2.0,63.0,4.0,132.0,32.0,203.0,Autumn term,0,2018_11,15,foggy,14,11,15
318.0,2018-11-16,5046.0,5187.0,1184.0,3151.0,345.0,3.0,75.0,3.0,131.0,16.0,138.0,Autumn term,0,2018_11,16,foggy,11,8,16
319.0,2018-11-17,2185.0,2298.0,540.0,1267.0,150.0,1.0,12.0,5.0,117.0,17.0,76.0,Autumn term,0,2018_11,17,foggy,11,4,17
320.0,2018-11-18,2493.0,2506.0,561.0,1487.0,155.0,2.0,15.0,6.0,146.0,14.0,107.0,Autumn term,0,2018_11,18,mostly sunny,11,3,18
321.0,2018-11-19,8143.0,8120.0,1531.0,5559.0,467.0,4.0,94.0,0.0,200.0,42.0,246.0,Autumn term,0,2018_11,19,scattered showers,8,4,19
322.0,2018-11-20,8322.0,8681.0,1586.0,5747.0,489.0,2.0,88.0,3.0,156.0,27.0,224.0,Autumn term,0,2018_11,20,scattered showers,5,2,20
