,Date,Oclock,IN,Brighton Business School,Brighton and Sussex Medical School,IDS,Institute of Development Studies,International School - non deg,Library,Partner Colleges,Psychology,School of Applied Social Science,School of Architecture & Design,School of Art,School of Business and Management,School of Computing,School of Education and Social,School of Engineering and Informative,School of English,School of Environment and Technology,School of Global Studies,School of Health Sciences,School of History,School of History and Art History,School of Humanities,School of Law,"School of Law, Politics and Social",School of Life Sciences,School of Mathematical and Physics,"School of Media, Film and Music",School of Pharmacy and Bio Sci,School of Psychology,School of Sport and Service Management,Undergraduate,University of Brighton,other_school,Term_dates
1117,2018-02-17,13,103.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,12.0,0.0,7.0,4.0,8.0,0.0,13.0,0.0,0.0,8.0,0.0,0.0,10.0,9.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,12.0,Spring term
1118,2018-02-17,14,96.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,10.0,0.0,7.0,4.0,5.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,10.0,8.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,14.0,Spring term
1119,2018-02-17,15,86.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,12.0,0.0,4.0,4.0,3.0,0.0,8.0,0.0,0.0,6.0,0.0,0.0,8.0,13.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,Spring term
1120,2018-02-17,16,88.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,13.0,0.0,6.0,3.0,5.0,0.0,8.0,0.0,0.0,6.0,0.0,0.0,9.0,7.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,11.0,Spring term
1121,2018-02-17,17,70.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,15.0,0.0,8.0,2.0,3.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,5.0,8.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,Spring term
1122,2018-02-17,18,63.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,6.0,0.0,6.0,1.0,2.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,12.0,8.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,Spring term
1123,2018-02-17,19,41.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,10.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,Spring term
1124,2018-02-17,20,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,6.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,Spring term
1125,2018-02-17,21,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,Spring term
1126,2018-02-17,22,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spring term
1127,2018-02-17,23,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spring term
1128,2018-02-18,00,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spring term
1129,2018-02-18,01,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spring term
1130,2018-02-18,02,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Spring term
1131,2018-02-18,03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spring term
1132,2018-02-18,04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spring term
1133,2018-02-18,05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spring term
1134,2018-02-18,06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Spring term
1135,2018-02-18,07,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Spring term
1136,2018-02-18,08,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Spring term
1137,2018-02-18,09,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Spring term
1138,2018-02-18,10,51.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,Spring term
1139,2018-02-18,11,82.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,8.0,0.0,8.0,1.0,2.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,10.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,Spring term
1140,2018-02-18,12,111.0,0.0,5.0,3.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,9.0,0.0,4.0,2.0,4.0,1.0,18.0,0.0,0.0,7.0,0.0,0.0,10.0,9.0,9.0,6.0,0.0,2.0,0.0,0.0,0.0,12.0,Spring term
1141,2018-02-18,13,148.0,0.0,2.0,2.0,0.0,0.0,0.0,11.0,15.0,0.0,0.0,0.0,13.0,0.0,13.0,5.0,8.0,0.0,9.0,0.0,0.0,7.0,0.0,0.0,12.0,11.0,7.0,3.0,1.0,1.0,0.0,0.0,0.0,28.0,Spring term
1142,2018-02-18,14,164.0,0.0,2.0,1.0,0.0,0.0,0.0,8.0,13.0,0.0,2.0,0.0,21.0,0.0,3.0,9.0,7.0,0.0,17.0,0.0,0.0,5.0,0.0,0.0,16.0,17.0,12.0,9.0,1.0,2.0,0.0,0.0,0.0,19.0,Spring term
1143,2018-02-18,15,175.0,0.0,1.0,4.0,0.0,0.0,0.0,6.0,16.0,0.0,0.0,0.0,19.0,0.0,12.0,6.0,7.0,0.0,17.0,0.0,0.0,9.0,0.0,0.0,24.0,15.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,18.0,Spring term
1144,2018-02-18,16,140.0,0.0,1.0,4.0,0.0,0.0,0.0,5.0,10.0,0.0,1.0,0.0,15.0,0.0,6.0,8.0,11.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,20.0,11.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,16.0,Spring term
1145,2018-02-18,17,96.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,10.0,0.0,3.0,1.0,7.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,13.0,14.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,Spring term
1146,2018-02-18,18,71.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,10.0,0.0,1.0,0.0,10.0,0.0,4.0,1.0,4.0,0.0,14.0,0.0,0.0,4.0,0.0,0.0,9.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,Spring term
1147,2018-02-18,19,53.0,0.0,2.0,4.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,8.0,0.0,6.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Spring term
1148,2018-02-18,20,31.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spring term
1149,2018-02-18,21,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spring term
1150,2018-02-18,22,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spring term
1151,2018-02-18,23,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Spring term
1152,2018-02-19,00,7.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Spring term
1153,2018-02-19,01,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spring term
1154,2018-02-19,02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spring term
1155,2018-02-19,03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spring term
1156,2018-02-19,04,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Spring term
1157,2018-02-19,05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spring term
1158,2018-02-19,06,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spring term
1159,2018-02-19,07,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Spring term
1160,2018-02-19,08,83.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,11.0,0.0,3.0,6.0,4.0,0.0,8.0,0.0,0.0,7.0,0.0,0.0,11.0,10.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,Spring term
1161,2018-02-19,09,214.0,0.0,3.0,4.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0,35.0,0.0,10.0,25.0,19.0,0.0,17.0,0.0,0.0,12.0,0.0,0.0,21.0,21.0,8.0,12.0,0.0,2.0,0.0,0.0,0.0,7.0,Spring term
1162,2018-02-19,10,363.0,1.0,0.0,3.0,0.0,0.0,0.0,5.0,28.0,0.0,0.0,0.0,73.0,0.0,5.0,17.0,21.0,0.0,42.0,0.0,0.0,33.0,0.0,0.0,46.0,50.0,9.0,12.0,0.0,2.0,0.0,1.0,0.0,15.0,Spring term
1163,2018-02-19,11,566.0,0.0,15.0,1.0,0.0,0.0,0.0,15.0,36.0,0.0,0.0,0.0,128.0,0.0,5.0,19.0,49.0,1.0,60.0,0.0,0.0,38.0,0.0,0.0,72.0,55.0,10.0,30.0,0.0,4.0,0.0,1.0,0.0,27.0,Spring term
1164,2018-02-19,12,686.0,0.0,15.0,0.0,0.0,1.0,0.0,33.0,69.0,0.0,0.0,0.0,177.0,0.0,14.0,22.0,46.0,0.0,56.0,0.0,0.0,67.0,0.0,0.0,79.0,39.0,15.0,24.0,0.0,4.0,0.0,3.0,0.0,22.0,Spring term
1165,2018-02-19,13,826.0,0.0,8.0,2.0,0.0,0.0,0.0,8.0,43.0,0.0,0.0,0.0,162.0,0.0,9.0,30.0,75.0,0.0,73.0,0.0,0.0,80.0,0.0,0.0,73.0,137.0,32.0,47.0,0.0,3.0,1.0,2.0,0.0,41.0,Spring term
1166,2018-02-19,14,715.0,0.0,16.0,4.0,0.0,0.0,0.0,10.0,40.0,0.0,1.0,0.0,149.0,0.0,7.0,34.0,38.0,0.0,75.0,0.0,0.0,47.0,0.0,0.0,89.0,92.0,38.0,39.0,0.0,3.0,0.0,2.0,0.0,31.0,Spring term
1167,2018-02-19,15,627.0,1.0,7.0,7.0,0.0,1.0,0.0,17.0,40.0,0.0,0.0,0.0,134.0,0.0,7.0,27.0,30.0,1.0,63.0,0.0,0.0,53.0,0.0,0.0,76.0,59.0,34.0,39.0,0.0,1.0,0.0,0.0,0.0,30.0,Spring term
1168,2018-02-19,16,441.0,0.0,6.0,8.0,0.0,1.0,0.0,10.0,26.0,1.0,0.0,0.0,87.0,0.0,5.0,22.0,35.0,0.0,38.0,0.0,0.0,43.0,0.0,0.0,54.0,29.0,18.0,31.0,0.0,3.0,0.0,1.0,0.0,23.0,Spring term
1169,2018-02-19,17,320.0,0.0,2.0,7.0,0.0,0.0,0.0,10.0,21.0,0.0,2.0,0.0,47.0,0.0,2.0,11.0,26.0,0.0,41.0,1.0,0.0,28.0,0.0,0.0,39.0,34.0,11.0,16.0,0.0,1.0,0.0,0.0,0.0,21.0,Spring term
1170,2018-02-19,18,199.0,0.0,2.0,5.0,0.0,0.0,0.0,18.0,12.0,0.0,0.0,0.0,31.0,0.0,2.0,12.0,18.0,0.0,18.0,1.0,0.0,14.0,0.0,0.0,15.0,22.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,9.0,Spring term
1171,2018-02-19,19,91.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0,12.0,0.0,0.0,4.0,10.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,12.0,15.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,Spring term
1172,2018-02-19,20,67.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,10.0,15.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,Spring term
1173,2018-02-19,21,33.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,5.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,Spring term
1174,2018-02-19,22,21.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Spring term
1175,2018-02-19,23,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Spring term
1176,2018-02-20,00,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Spring term
1177,2018-02-20,01,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spring term
1178,2018-02-20,02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spring term
1179,2018-02-20,03,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spring term
1180,2018-02-20,04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spring term
1181,2018-02-20,05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spring term
1182,2018-02-20,06,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spring term
1183,2018-02-20,07,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Spring term
1184,2018-02-20,08,73.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,8.0,0.0,1.0,5.0,7.0,0.0,10.0,0.0,0.0,7.0,0.0,0.0,7.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,Spring term
1185,2018-02-20,09,190.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,21.0,0.0,0.0,0.0,30.0,0.0,3.0,5.0,14.0,0.0,17.0,0.0,0.0,15.0,0.0,0.0,15.0,34.0,6.0,8.0,0.0,2.0,0.0,1.0,0.0,11.0,Spring term
1186,2018-02-20,10,455.0,0.0,3.0,3.0,0.0,0.0,0.0,6.0,31.0,0.0,0.0,0.0,116.0,0.0,1.0,11.0,32.0,0.0,57.0,0.0,0.0,40.0,0.0,0.0,62.0,42.0,13.0,17.0,0.0,0.0,0.0,3.0,0.0,18.0,Spring term
1187,2018-02-20,11,625.0,0.0,0.0,6.0,0.0,0.0,0.0,13.0,41.0,0.0,0.0,0.0,163.0,0.0,5.0,21.0,36.0,0.0,56.0,0.0,0.0,67.0,0.0,0.0,74.0,74.0,14.0,26.0,0.0,1.0,0.0,2.0,0.0,26.0,Spring term
1188,2018-02-20,12,660.0,0.0,7.0,6.0,0.0,0.0,0.0,14.0,48.0,0.0,0.0,0.0,134.0,0.0,13.0,29.0,36.0,2.0,73.0,0.0,0.0,59.0,0.0,0.0,94.0,65.0,30.0,17.0,0.0,0.0,0.0,2.0,1.0,30.0,Spring term
1189,2018-02-20,13,831.0,0.0,8.0,9.0,0.0,2.0,0.0,22.0,67.0,0.0,0.0,0.0,141.0,0.0,8.0,22.0,48.0,0.0,112.0,0.0,0.0,68.0,0.0,0.0,128.0,78.0,27.0,40.0,0.0,4.0,0.0,5.0,0.0,42.0,Spring term
1190,2018-02-20,14,673.0,0.0,8.0,7.0,0.0,0.0,0.0,31.0,47.0,0.0,0.0,0.0,134.0,0.0,6.0,22.0,61.0,1.0,70.0,0.0,0.0,38.0,0.0,0.0,86.0,60.0,29.0,37.0,0.0,2.0,0.0,0.0,0.0,34.0,Spring term
1191,2018-02-20,15,639.0,0.0,10.0,6.0,0.0,0.0,0.0,20.0,46.0,0.0,0.0,0.0,148.0,0.0,6.0,28.0,34.0,0.0,51.0,0.0,0.0,61.0,0.0,0.0,75.0,74.0,23.0,22.0,0.0,5.0,0.0,1.0,0.0,29.0,Spring term
1192,2018-02-20,16,383.0,0.0,5.0,4.0,0.0,0.0,0.0,6.0,26.0,0.0,0.0,0.0,41.0,0.0,4.0,17.0,32.0,0.0,70.0,0.0,0.0,34.0,0.0,0.0,48.0,45.0,15.0,23.0,0.0,1.0,0.0,0.0,0.0,12.0,Spring term
1193,2018-02-20,17,327.0,1.0,6.0,7.0,0.0,1.0,0.0,13.0,14.0,0.0,1.0,0.0,53.0,0.0,3.0,13.0,13.0,1.0,37.0,0.0,0.0,22.0,0.0,0.0,36.0,53.0,11.0,19.0,0.0,2.0,0.0,0.0,0.0,21.0,Spring term
1194,2018-02-20,18,186.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,0.0,32.0,0.0,1.0,9.0,11.0,0.0,20.0,0.0,0.0,9.0,0.0,0.0,20.0,31.0,12.0,11.0,3.0,0.0,0.0,0.0,0.0,11.0,Spring term
1195,2018-02-20,19,92.0,0.0,2.0,4.0,0.0,1.0,0.0,3.0,4.0,0.0,4.0,0.0,11.0,0.0,0.0,3.0,5.0,0.0,9.0,0.0,0.0,5.0,0.0,0.0,13.0,16.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,Spring term
1196,2018-02-20,20,63.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,3.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,5.0,12.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,Spring term
1197,2018-02-20,21,31.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Spring term
1198,2018-02-20,22,38.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,7.0,0.0,0.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Spring term
1199,2018-02-20,23,14.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Spring term
1200,2018-02-21,00,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Spring term
1201,2018-02-21,01,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Spring term
1202,2018-02-21,02,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spring term
1203,2018-02-21,03,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Spring term
1204,2018-02-21,04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Spring term
1205,2018-02-21,05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Spring term
