,Date,Oclock,IN,Brighton Business School,Brighton and Sussex Medical School,IDS,Institute of Development Studies,International School - non deg,Library,Partner Colleges,Psychology,School of Applied Social Science,School of Architecture & Design,School of Art,School of Business and Management,School of Computing,School of Education and Social,School of Engineering and Informative,School of English,School of Environment and Technology,School of Global Studies,School of Health Sciences,School of History,School of History and Art History,School of Humanities,School of Law,"School of Law, Politics and Social",School of Life Sciences,School of Mathematical and Physics,"School of Media, Film and Music",School of Pharmacy and Bio Sci,School of Psychology,School of Sport and Service Management,Undergraduate,University of Brighton,other_school,Term_dates
0,2018-01-02,00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christmas vacation 1
1,2018-01-02,01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Christmas vacation 1
2,2018-01-02,02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Christmas vacation 1
3,2018-01-02,03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Christmas vacation 1
4,2018-01-02,04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Christmas vacation 1
5,2018-01-02,05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Christmas vacation 1
6,2018-01-02,06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christmas vacation 1
7,2018-01-02,07,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Christmas vacation 1
8,2018-01-02,08,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Christmas vacation 1
9,2018-01-02,09,66.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,17.0,0.0,2.0,2.0,5.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,5.0,5.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,9.0,Christmas vacation 1
10,2018-01-02,10,128.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,24.0,0.0,8.0,3.0,10.0,0.0,16.0,0.0,0.0,5.0,1.0,0.0,6.0,9.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,15.0,Christmas vacation 1
11,2018-01-02,11,146.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,18.0,0.0,4.0,5.0,13.0,0.0,18.0,0.0,0.0,5.0,1.0,0.0,15.0,12.0,10.0,12.0,0.0,0.0,0.0,1.0,0.0,18.0,Christmas vacation 1
12,2018-01-02,12,143.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,21.0,0.0,6.0,10.0,11.0,0.0,14.0,0.0,0.0,7.0,0.0,0.0,12.0,11.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,30.0,Christmas vacation 1
13,2018-01-02,13,239.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,43.0,1.0,9.0,9.0,10.0,0.0,24.0,0.0,0.0,12.0,1.0,0.0,30.0,15.0,7.0,22.0,1.0,0.0,0.0,0.0,0.0,44.0,Christmas vacation 1
14,2018-01-02,14,225.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,10.0,0.0,0.0,0.0,41.0,0.0,10.0,12.0,12.0,0.0,31.0,0.0,0.0,12.0,1.0,0.0,21.0,16.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,33.0,Christmas vacation 1
15,2018-01-02,15,224.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,29.0,1.0,5.0,11.0,16.0,0.0,27.0,0.0,0.0,5.0,1.0,0.0,24.0,17.0,14.0,20.0,0.0,0.0,0.0,1.0,0.0,38.0,Christmas vacation 1
16,2018-01-02,16,184.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,31.0,0.0,2.0,10.0,11.0,0.0,26.0,0.0,0.0,8.0,3.0,0.0,23.0,15.0,11.0,8.0,3.0,0.0,0.0,0.0,0.0,20.0,Christmas vacation 1
17,2018-01-02,17,153.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,26.0,1.0,0.0,6.0,9.0,1.0,18.0,0.0,0.0,10.0,0.0,0.0,22.0,8.0,6.0,16.0,2.0,0.0,0.0,0.0,0.0,22.0,Christmas vacation 1
18,2018-01-02,18,98.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,15.0,0.0,3.0,3.0,10.0,1.0,11.0,0.0,0.0,5.0,0.0,0.0,4.0,10.0,5.0,10.0,1.0,0.0,0.0,0.0,0.0,13.0,Christmas vacation 1
19,2018-01-02,19,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,2.0,4.0,4.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,16.0,8.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,Christmas vacation 1
20,2018-01-02,20,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,1.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,2.0,Christmas vacation 1
21,2018-01-02,21,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,Christmas vacation 1
22,2018-01-02,22,22.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,Christmas vacation 1
23,2018-01-02,23,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,Christmas vacation 1
24,2018-01-03,00,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,Christmas vacation 1
25,2018-01-03,01,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Christmas vacation 1
26,2018-01-03,02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Christmas vacation 1
27,2018-01-03,03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Christmas vacation 1
28,2018-01-03,04,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Christmas vacation 1
29,2018-01-03,05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Christmas vacation 1
30,2018-01-03,06,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Christmas vacation 1
31,2018-01-03,07,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Christmas vacation 1
32,2018-01-03,08,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,Christmas vacation 1
33,2018-01-03,09,76.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,19.0,0.0,7.0,3.0,6.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,6.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,8.0,Christmas vacation 1
34,2018-01-03,10,157.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,18.0,0.0,10.0,3.0,13.0,0.0,22.0,0.0,0.0,8.0,1.0,0.0,10.0,16.0,5.0,15.0,1.0,0.0,0.0,0.0,0.0,24.0,Christmas vacation 1
35,2018-01-03,11,215.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,25.0,0.0,8.0,5.0,15.0,0.0,33.0,0.0,0.0,9.0,0.0,0.0,19.0,18.0,14.0,10.0,2.0,0.0,0.0,0.0,0.0,41.0,Christmas vacation 1
36,2018-01-03,12,263.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,1.0,41.0,1.0,12.0,12.0,17.0,0.0,40.0,0.0,0.0,13.0,0.0,0.0,25.0,13.0,6.0,15.0,2.0,0.0,0.0,1.0,0.0,49.0,Christmas vacation 1
37,2018-01-03,13,290.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,52.0,0.0,8.0,5.0,13.0,0.0,43.0,0.0,0.0,16.0,0.0,0.0,27.0,20.0,12.0,19.0,1.0,0.0,0.0,0.0,0.0,58.0,Christmas vacation 1
38,2018-01-03,14,308.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,49.0,0.0,11.0,16.0,20.0,0.0,38.0,0.0,0.0,21.0,0.0,0.0,31.0,15.0,11.0,19.0,1.0,0.0,1.0,0.0,1.0,60.0,Christmas vacation 1
39,2018-01-03,15,276.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,39.0,0.0,9.0,10.0,12.0,0.0,39.0,0.0,0.0,17.0,0.0,0.0,24.0,21.0,17.0,23.0,1.0,0.0,0.0,0.0,0.0,48.0,Christmas vacation 1
40,2018-01-03,16,233.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,27.0,2.0,5.0,18.0,16.0,0.0,40.0,0.0,0.0,12.0,0.0,0.0,24.0,15.0,11.0,15.0,5.0,0.0,0.0,0.0,0.0,30.0,Christmas vacation 1
41,2018-01-03,17,156.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,19.0,1.0,4.0,6.0,3.0,0.0,26.0,0.0,0.0,11.0,0.0,0.0,12.0,13.0,7.0,10.0,2.0,0.0,1.0,0.0,0.0,29.0,Christmas vacation 1
42,2018-01-03,18,67.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,2.0,8.0,1.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,6.0,5.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,Christmas vacation 1
43,2018-01-03,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Christmas vacation 1
44,2018-01-03,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Christmas vacation 1
45,2018-01-03,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Christmas vacation 1
46,2018-01-03,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Christmas vacation 1
47,2018-01-03,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Christmas vacation 1
48,2018-01-04,00,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christmas vacation 1
49,2018-01-04,01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Christmas vacation 1
50,2018-01-04,02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Christmas vacation 1
51,2018-01-04,03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Christmas vacation 1
52,2018-01-04,04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Christmas vacation 1
53,2018-01-04,05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Christmas vacation 1
54,2018-01-04,06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Christmas vacation 1
55,2018-01-04,07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christmas vacation 1
56,2018-01-04,08,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Christmas vacation 1
57,2018-01-04,09,82.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,16.0,0.0,3.0,3.0,6.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,9.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,14.0,Christmas vacation 1
58,2018-01-04,10,186.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,2.0,25.0,1.0,6.0,8.0,17.0,0.0,17.0,0.0,0.0,9.0,0.0,0.0,19.0,16.0,9.0,18.0,1.0,0.0,0.0,0.0,0.0,25.0,Christmas vacation 1
59,2018-01-04,11,272.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,32.0,0.0,11.0,5.0,23.0,0.0,32.0,0.0,0.0,19.0,1.0,0.0,31.0,22.0,11.0,18.0,3.0,0.0,0.0,2.0,0.0,40.0,Christmas vacation 1
60,2018-01-04,12,260.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,1.0,38.0,0.0,3.0,10.0,15.0,0.0,31.0,0.0,0.0,16.0,0.0,0.0,28.0,23.0,9.0,26.0,2.0,0.0,1.0,1.0,0.0,37.0,Christmas vacation 1
61,2018-01-04,13,348.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,3.0,52.0,3.0,9.0,15.0,21.0,0.0,33.0,0.0,0.0,15.0,0.0,0.0,54.0,23.0,9.0,38.0,1.0,0.0,0.0,1.0,0.0,55.0,Christmas vacation 1
62,2018-01-04,14,383.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,43.0,3.0,7.0,6.0,28.0,1.0,47.0,0.0,0.0,21.0,2.0,0.0,52.0,31.0,18.0,36.0,6.0,0.0,1.0,0.0,0.0,61.0,Christmas vacation 1
63,2018-01-04,15,379.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,4.0,65.0,1.0,5.0,12.0,16.0,0.0,53.0,0.0,0.0,24.0,2.0,0.0,51.0,27.0,16.0,33.0,4.0,0.0,0.0,0.0,0.0,42.0,Christmas vacation 1
64,2018-01-04,16,292.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,1.0,33.0,2.0,9.0,13.0,18.0,0.0,45.0,0.0,0.0,11.0,2.0,0.0,39.0,24.0,18.0,19.0,1.0,0.0,1.0,1.0,0.0,39.0,Christmas vacation 1
65,2018-01-04,17,235.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,41.0,1.0,4.0,8.0,16.0,0.0,23.0,0.0,0.0,11.0,0.0,0.0,25.0,23.0,10.0,22.0,5.0,0.0,0.0,1.0,0.0,25.0,Christmas vacation 1
66,2018-01-04,18,146.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,20.0,1.0,1.0,2.0,15.0,0.0,16.0,0.0,0.0,4.0,1.0,0.0,14.0,12.0,9.0,18.0,4.0,0.0,0.0,0.0,0.0,18.0,Christmas vacation 1
67,2018-01-04,19,131.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,2.0,0.0,8.0,8.0,0.0,16.0,0.0,0.0,4.0,0.0,0.0,25.0,8.0,5.0,9.0,4.0,0.0,1.0,1.0,0.0,15.0,Christmas vacation 1
68,2018-01-04,20,77.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,8.0,1.0,3.0,8.0,1.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,9.0,8.0,2.0,3.0,6.0,0.0,1.0,1.0,0.0,8.0,Christmas vacation 1
69,2018-01-04,21,52.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,8.0,3.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,3.0,11.0,1.0,0.0,0.0,0.0,0.0,5.0,Christmas vacation 1
70,2018-01-04,22,46.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,5.0,Christmas vacation 1
71,2018-01-04,23,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,Christmas vacation 1
72,2018-01-05,00,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,Christmas vacation 1
73,2018-01-05,01,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Christmas vacation 1
74,2018-01-05,02,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,Christmas vacation 1
75,2018-01-05,03,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Christmas vacation 1
76,2018-01-05,04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Christmas vacation 1
77,2018-01-05,05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Christmas vacation 1
78,2018-01-05,06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Christmas vacation 1
79,2018-01-05,07,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Christmas vacation 1
80,2018-01-05,08,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,12.0,2.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,Christmas vacation 1
81,2018-01-05,09,126.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,22.0,0.0,9.0,7.0,6.0,0.0,18.0,0.0,0.0,7.0,2.0,0.0,9.0,7.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,19.0,Christmas vacation 1
82,2018-01-05,10,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,20.0,0.0,14.0,3.0,9.0,0.0,28.0,0.0,0.0,13.0,0.0,0.0,16.0,15.0,9.0,19.0,2.0,0.0,0.0,1.0,0.0,28.0,Christmas vacation 1
83,2018-01-05,11,239.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,30.0,0.0,4.0,9.0,18.0,0.0,28.0,0.0,0.0,25.0,2.0,0.0,26.0,18.0,11.0,19.0,3.0,0.0,0.0,3.0,0.0,25.0,Christmas vacation 1
84,2018-01-05,12,307.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,42.0,0.0,15.0,11.0,18.0,0.0,44.0,0.0,0.0,14.0,0.0,0.0,32.0,31.0,16.0,22.0,3.0,0.0,0.0,0.0,0.0,37.0,Christmas vacation 1
85,2018-01-05,13,366.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,58.0,2.0,12.0,23.0,23.0,0.0,56.0,0.0,0.0,23.0,5.0,0.0,32.0,20.0,17.0,28.0,4.0,0.0,0.0,3.0,0.0,35.0,Christmas vacation 1
86,2018-01-05,14,410.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,64.0,1.0,9.0,17.0,20.0,0.0,49.0,0.0,0.0,25.0,1.0,0.0,48.0,30.0,21.0,47.0,3.0,0.0,0.0,1.0,0.0,51.0,Christmas vacation 1
